,*Hour (MST),,ADM,**ASPN2,CAMP,CASA,CCOL,CHAT,FTCF,GJPB,GREH,I25DEN,I25GLO,**SWAN,WBY,Date,NJH
19,7:00 PM,1hr,39,6,25,26,13,20,12,9,22,26,13,32,27,2018-04-05,
20,8:00 PM,1hr,22,9,28,21,16,19,26,10,46,48,17,28,22,2018-04-05,
21,9:00 PM,1hr,14,6,18,16,19,22,16,12,21,13,11,12,18,2018-04-05,
22,10:00 PM,1hr,14,4,14,18,17,17,12,9,19,12,8,12,16,2018-04-05,
23,11:00 PM,1hr,13,4,19,17,17,20,14,9,16,16,10,16,15,2018-04-05,
24,12:00 AM,1hr,17,8,21,24,14,22,14,10,16,18,13,19,13,2018-04-05,
1,1:00 AM,1hr,20,6,18,23,14,20,11,10,18,16,10,18,14,2018-04-06,
2,2:00 AM,1hr,19,3,20,20,16,20,11,9,18,18,14,16,13,2018-04-06,
3,3:00 AM,1hr,23,3,20,20,19,20,8,11,17,20,11,17,14,2018-04-06,
4,4:00 AM,1hr,24,3,19,20,25,19,10,15,14,26,14,18,17,2018-04-06,
5,5:00 AM,1hr,24,4,22,24,25,18,8,11,8,28,21,20,19,2018-04-06,
6,6:00 AM,1hr,13,10,21,19,32,23,11,22,8,24,30,16,16,2018-04-06,
7,7:00 AM,1hr,16,9,23,17,39,21,12,40,10,24,11,18,17,2018-04-06,
8,8:00 AM,1hr,36,5,33,23,52,22,7,44,13,25,12,26,16,2018-04-06,
9,9:00 AM,1hr,47,5,34,26,47,24,4,37,6,33,15,27,13,2018-04-06,
10,10:00 AM,1hr,61,5,62,62,53,27,4,38,3,80,25,29,20,2018-04-06,
11,11:00 AM,1hr,21,4,7,17,53,19,4,48,2,21,9,13,6,2018-04-06,
12,12:00 PM,1hr,14,6,11,12,27,10,3,42,3,18,6,7,5,2018-04-06,
13,1:00 PM,1hr,12,5,15,10,11,7,8,33,4,15,11,5,15,2018-04-06,
14,2:00 PM,1hr,6,3,11,6,7,6,7,47,3,7,7,3,29,2018-04-06,
15,3:00 PM,1hr,3,2,13,2,6,6,5,34,4,4,3,2,5,2018-04-06,
16,4:00 PM,1hr,3,2,15,2,6,4,5,23,4,5,3,2,3,2018-04-06,
17,5:00 PM,1hr,2,3,10,2,4,6,4,14,4,4,2,2,3,2018-04-06,
18,6:00 PM,1hr,5,2,5,4,5,6,4,20,6,4,4,4,6,2018-04-06,
19,7:00 PM,1hr,4,4,3,4,22,6,6,15,7,3,3,3,4,2018-04-06,
20,8:00 PM,1hr,4,5,5,4,22,7,6,11,4,4,4,4,4,2018-04-06,
21,9:00 PM,1hr,4,5,4,4,22,8,4,7,4,4,4,4,5,2018-04-06,
22,10:00 PM,1hr,5,6,5,5,22,11,5,4,5,6,5,4,4,2018-04-06,
23,11:00 PM,1hr,5,5,8,6,2,13,6,7,6,10,8,5,3,2018-04-06,
24,12:00 AM,1hr,6,3,11,10,3,14,7,6,8,15,11,8,5,2018-04-06,
1,1:00 AM,1hr,8,4,13,12,2,15,8,5,6,15,15,11,5,2018-04-07,
2,2:00 AM,1hr,9,3,11,12,21,16,10,6,9,13,11,12,6,2018-04-07,
3,3:00 AM,1hr,9,2,11,12,2,16,11,4,14,13,11,12,6,2018-04-07,
4,4:00 AM,1hr,10,1,12,12,,16,11,6,12,13,10,12,6,2018-04-07,
5,5:00 AM,1hr,11,2,13,13,4,19,15,8,9,15,10,13,6,2018-04-07,
6,6:00 AM,1hr,12,1,15,16,6,22,17,6,11,18,12,15,6,2018-04-07,
7,7:00 AM,1hr,14,1,18,18,6,24,17,6,12,18,13,15,8,2018-04-07,
8,8:00 AM,1hr,21,2,22,21,,23,18,6,14,24,30,21,11,2018-04-07,
9,9:00 AM,1hr,21,1,29,26,11,16,17,7,13,30,33,25,13,2018-04-07,
10,10:00 AM,1hr,26,1,29,33,,15,17,8,12,39,25,28,15,2018-04-07,
11,11:00 AM,1hr,24,1,32,30,,15,17,6,7,39,28,27,15,2018-04-07,
12,12:00 PM,1hr,21,2,29,29,16,17,17,6,14,34,33,26,20,2018-04-07,
13,1:00 PM,1hr,19,3,28,26,14,30,16,8,15,29,23,28,18,2018-04-07,
14,2:00 PM,1hr,18,3,24,22,16,36,16,5,16,26,25,22,17,2018-04-07,
15,3:00 PM,1hr,14,6,18,17,18,34,17,6,17,24,18,18,9,2018-04-07,
16,4:00 PM,1hr,13,4,14,12,22,27,19,8,17,20,15,14,10,2018-04-07,
17,5:00 PM,1hr,13,2,12,11,30,24,20,4,18,12,14,13,9,2018-04-07,
18,6:00 PM,1hr,11,1,15,12,30,27,20,3,21,14,9,12,9,2018-04-07,
19,7:00 PM,1hr,14,1,15,13,,43,22,5,22,16,11,15,9,2018-04-07,
20,8:00 PM,1hr,19,2,19,18,23,19,25,5,25,16,17,19,12,2018-04-07,
21,9:00 PM,1hr,19,4,17,20,26,15,24,4,26,20,22,20,14,2018-04-07,
22,10:00 PM,1hr,16,4,13,17,15,14,22,3,28,17,18,16,13,2018-04-07,
23,11:00 PM,1hr,12,2,11,12,15,11,24,3,27,12,11,10,13,2018-04-07,
24,12:00 AM,1hr,5,2,10,8,20,10,23,5,34,6,7,5,6,2018-04-07,
1,1:00 AM,1hr,6,5,12,8,,14,21,5,27,5,9,6,4,2018-04-08,
2,2:00 AM,1hr,7,5,10,6,,10,3,6,24,6,8,5,10,2018-04-08,
3,3:00 AM,1hr,6,1,7,5,15,9,4,4,13,5,5,6,8,2018-04-08,
4,4:00 AM,1hr,10,2,6,8,11,10,7,3,8,7,7,8,12,2018-04-08,
5,5:00 AM,1hr,3,0,4,2,,9,12,3,14,9,9,4,5,2018-04-08,
6,6:00 AM,1hr,3,0,3,1,,4,7,2,13,45,56,2,2,2018-04-08,
7,7:00 AM,1hr,7,1,7,3,2,9,5,4,8,33,81,4,6,2018-04-08,
8,8:00 AM,1hr,13,1,9,4,,8,4,4,5,25,24,7,4,2018-04-08,
9,9:00 AM,1hr,30,1,10,9,,10,3,5,5,11,14,14,2,2018-04-08,
10,10:00 AM,1hr,8,4,8,5,,10,3,9,4,13,10,6,7,2018-04-08,
11,11:00 AM,1hr,30,5,9,7,3,10,3,11,7,10,14,13,11,2018-04-08,
12,12:00 PM,1hr,6,7,6,6,4,9,3,13,7,8,9,4,5,2018-04-08,
13,1:00 PM,1hr,80,8,7,6,4,8,2,5,4,5,13,6,19,2018-04-08,
14,2:00 PM,1hr,75,7,6,3,4,8,2,4,2,6,12,11,45,2018-04-08,
15,3:00 PM,1hr,6,8,4,3,,10,1,8,3,5,5,4,15,2018-04-08,
16,4:00 PM,1hr,4,6,4,3,5,13,1,6,2,5,6,3,7,2018-04-08,
17,5:00 PM,1hr,3,7,3,3,4,6,1,5,2,4,5,4,8,2018-04-08,
18,6:00 PM,1hr,18,4,4,4,4,5,1,6,3,5,7,8,11,2018-04-08,
19,7:00 PM,1hr,4,4,7,2,4,7,2,9,4,4,5,7,9,2018-04-08,
20,8:00 PM,1hr,5,6,2,2,4,6,1,10,4,4,5,9,10,2018-04-08,
21,9:00 PM,1hr,7,3,2,1,4,5,2,10,2,6,3,2,35,2018-04-08,
22,10:00 PM,1hr,2,5,1,1,3,6,2,5,3,5,3,2,6,2018-04-08,
23,11:00 PM,1hr,2,6,1,2,3,5,2,4,3,3,2,3,11,2018-04-08,
24,12:00 AM,1hr,6,4,4,3,2,7,2,6,4,2,3,4,20,2018-04-08,
1,1:00 AM,1hr,2,6,4,2,1,7,2,6,2,2,2,2,11,2018-04-09,
2,2:00 AM,1hr,2,4,2,2,1,5,2,6,2,2,2,2,8,2018-04-09,
3,3:00 AM,1hr,2,3,1,1,1,4,3,6,2,2,3,2,9,2018-04-09,
4,4:00 AM,1hr,3,3,2,2,1,5,3,7,1,3,4,2,9,2018-04-09,
5,5:00 AM,1hr,4,6,4,4,1,4,2,8,1,3,4,3,9,2018-04-09,
6,6:00 AM,1hr,9,3,8,8,2,5,2,12,1,8,12,6,14,2018-04-09,
7,7:00 AM,1hr,3,4,5,4,3,9,3,16,3,6,5,3,6,2018-04-09,
8,8:00 AM,1hr,5,3,4,4,3,9,3,16,3,6,9,3,7,2018-04-09,
9,9:00 AM,1hr,6,6,5,4,4,3,3,4,2,9,12,3,12,2018-04-09,
10,10:00 AM,1hr,7,10,13,6,3,2,3,4,3,19,12,4,10,2018-04-09,
11,11:00 AM,1hr,4,7,7,5,1,5,6,3,3,17,12,4,4,2018-04-09,
12,12:00 PM,1hr,5,5,6,4,4,7,4,2,4,9,10,5,8,2018-04-09,
13,1:00 PM,1hr,7,4,6,7,5,8,7,2,4,16,9,4,9,2018-04-09,
14,2:00 PM,1hr,8,4,8,8,3,10,7,4,4,18,10,8,6,2018-04-09,
15,3:00 PM,1hr,15,5,12,9,3,9,6,2,5,19,17,10,7,2018-04-09,
16,4:00 PM,1hr,17,6,8,10,4,9,5,2,4,14,10,18,5,2018-04-09,
17,5:00 PM,1hr,9,4,8,7,4,14,4,3,6,10,7,6,6,2018-04-09,
18,6:00 PM,1hr,6,4,11,7,6,11,4,2,7,11,7,6,6,2018-04-09,
19,7:00 PM,1hr,6,10,10,7,3,8,2,4,7,9,8,7,11,2018-04-09,
20,8:00 PM,1hr,7,7,9,8,6,8,3,9,8,8,5,7,8,2018-04-09,
21,9:00 PM,1hr,8,8,6,4,8,6,6,6,6,9,13,3,14,2018-04-09,
22,10:00 PM,1hr,9,8,6,5,4,4,6,6,3,9,10,4,7,2018-04-09,
23,11:00 PM,1hr,7,4,4,2,4,5,8,7,5,4,8,4,8,2018-04-09,
24,12:00 AM,1hr,6,5,5,4,5,4,5,5,18,4,6,4,8,2018-04-09,
1,1:00 AM,1hr,5,5,3,3,4,4,4,4,10,4,6,4,6,2018-04-10,
2,2:00 AM,1hr,6,22,2,3,3,4,2,2,9,4,10,4,6,2018-04-10,
3,3:00 AM,1hr,6,3,2,2,4,4,3,4,9,4,8,3,6,2018-04-10,
4,4:00 AM,1hr,13,4,2,3,3,4,4,6,9,6,11,4,6,2018-04-10,
5,5:00 AM,1hr,23,15,3,5,3,6,14,3,17,14,20,7,16,2018-04-10,
6,6:00 AM,1hr,28,12,10,14,4,11,10,5,14,21,21,8,26,2018-04-10,
7,7:00 AM,1hr,64,38,14,14,12,19,11,5,28,24,33,24,37,2018-04-10,
8,8:00 AM,1hr,70,18,29,30,13,29,14,8,39,24,50,25,50,2018-04-10,
9,9:00 AM,1hr,142,12,33,34,7,18,16,6,32,30,60,32,31,2018-04-10,
10,10:00 AM,1hr,46,8,18,16,13,15,14,6,13,33,48,19,25,2018-04-10,
11,11:00 AM,1hr,27,8,14,13,13,21,11,7,9,31,42,19,14,2018-04-10,
12,12:00 PM,1hr,33,8,14,12,13,20,15,8,7,23,34,17,9,2018-04-10,
13,1:00 PM,1hr,25,7,19,18,12,17,14,7,12,24,32,18,9,2018-04-10,
14,2:00 PM,1hr,49,8,17,11,11,20,17,8,20,22,40,21,14,2018-04-10,
15,3:00 PM,1hr,109,11,13,12,15,28,21,9,19,20,28,35,13,2018-04-10,
16,4:00 PM,1hr,85,14,12,10,20,21,17,8,21,15,17,16,11,2018-04-10,
17,5:00 PM,1hr,58,18,13,12,24,24,14,7,23,19,21,16,12,2018-04-10,
18,6:00 PM,1hr,48,11,15,19,17,42,13,7,35,20,29,17,22,2018-04-10,
19,7:00 PM,1hr,32,23,15,16,16,24,9,9,35,30,23,20,17,2018-04-10,
20,8:00 PM,1hr,17,8,18,13,13,23,8,16,24,37,22,15,16,2018-04-10,
21,9:00 PM,1hr,20,10,15,14,20,21,12,12,29,24,19,29,16,2018-04-10,
22,10:00 PM,1hr,28,10,18,18,15,16,16,18,29,20,22,24,23,2018-04-10,
23,11:00 PM,1hr,23,13,16,13,17,15,16,12,20,18,21,15,23,2018-04-10,
24,12:00 AM,1hr,31,14,14,16,16,15,13,10,14,17,17,12,29,2018-04-10,
1,1:00 AM,1hr,24,17,13,16,14,14,11,11,14,21,21,11,21,2018-04-11,
2,2:00 AM,1hr,30,9,13,15,13,14,12,11,23,22,18,11,24,2018-04-11,
3,3:00 AM,1hr,24,7,14,15,14,13,12,9,33,22,40,12,20,2018-04-11,
4,4:00 AM,1hr,28,14,17,15,14,13,15,10,29,26,22,12,24,2018-04-11,
5,5:00 AM,1hr,55,13,23,12,15,14,26,9,27,42,36,18,40,2018-04-11,
6,6:00 AM,1hr,163,22,27,16,22,36,34,15,43,31,51,28,57,2018-04-11,
7,7:00 AM,1hr,185,28,36,19,34,58,30,20,47,35,36,54,50,2018-04-11,
8,8:00 AM,1hr,134,31,38,40,39,63,42,34,40,36,49,89,49,2018-04-11,
9,9:00 AM,1hr,179,18,42,35,32,42,37,29,53,39,43,60,44,2018-04-11,
10,10:00 AM,1hr,256,23,23,14,38,40,21,27,39,23,43,58,31,2018-04-11,
11,11:00 AM,1hr,95,16,19,12,24,29,23,26,21,20,30,25,-,2018-04-11,
12,12:00 PM,1hr,229,19,16,12,11,25,23,19,17,21,35,37,14,2018-04-11,
13,1:00 PM,1hr,316,13,20,26,13,30,15,31,19,17,45,84,24,2018-04-11,
14,2:00 PM,1hr,172,13,18,14,17,27,13,15,17,16,25,25,18,2018-04-11,
15,3:00 PM,1hr,255,15,21,9,8,25,11,24,14,13,18,17,20,2018-04-11,
16,4:00 PM,1hr,92,16,15,10,10,22,8,10,15,12,13,16,21,2018-04-11,
17,5:00 PM,1hr,102,17,9,9,20,20,8,12,12,10,15,14,15,2018-04-11,
18,6:00 PM,1hr,48,19,8,8,17,17,9,13,23,13,13,10,15,2018-04-11,
19,7:00 PM,1hr,36,21,13,10,17,38,9,13,27,17,17,15,24,2018-04-11,
20,8:00 PM,1hr,19,21,14,15,24,21,10,16,26,21,19,14,21,2018-04-11,
21,9:00 PM,1hr,17,34,20,16,20,16,23,13,23,20,26,18,26,2018-04-11,
22,10:00 PM,1hr,18,32,16,18,14,16,25,11,55,24,26,16,25,2018-04-11,
23,11:00 PM,1hr,19,18,13,20,14,15,23,8,35,15,20,13,20,2018-04-11,
24,12:00 AM,1hr,35,15,13,18,11,15,21,12,37,16,22,14,28,2018-04-11,
1,1:00 AM,1hr,27,15,13,13,12,16,16,12,28,13,15,16,24,2018-04-12,
2,2:00 AM,1hr,21,11,16,18,9,16,15,20,33,17,20,20,18,2018-04-12,
3,3:00 AM,1hr,20,9,22,21,8,20,14,60,27,20,18,23,23,2018-04-12,
4,4:00 AM,1hr,28,18,21,22,11,19,15,20,22,23,25,24,18,2018-04-12,
5,5:00 AM,1hr,25,21,20,22,17,23,16,28,25,28,32,32,21,2018-04-12,
6,6:00 AM,1hr,75,15,20,17,27,24,17,28,36,29,49,35,28,2018-04-12,
7,7:00 AM,1hr,76,29,27,24,51,43,19,48,51,32,43,54,34,2018-04-12,
8,8:00 AM,1hr,60,56,29,24,38,89,19,42,42,36,55,47,25,2018-04-12,
9,9:00 AM,1hr,36,56,40,47,22,41,18,60,45,38,60,44,26,2018-04-12,
10,10:00 AM,1hr,34,22,17,54,16,35,20,35,44,64,68,44,24,2018-04-12,
11,11:00 AM,1hr,41,29,56,62,15,51,23,26,57,64,54,56,29,2018-04-12,
12,12:00 PM,1hr,48,20,62,50,19,55,28,40,58,64,40,59,29,2018-04-12,
13,1:00 PM,1hr,60,19,47,54,23,35,39,14,59,77,56,56,28,2018-04-12,
14,2:00 PM,1hr,110,18,40,31,20,30,34,26,55,61,99,78,77,2018-04-12,
15,3:00 PM,1hr,198,28,50,35,25,33,29,29,80,39,92,130,200,2018-04-12,
16,4:00 PM,1hr,29,64,18,17,43,38,12,77,97,16,17,26,50,2018-04-12,
17,5:00 PM,1hr,27,83,17,12,40,40,40,29,73,13,17,30,25,2018-04-12,
18,6:00 PM,1hr,46,90,23,16,188,34,39,17,66,18,23,26,37,2018-04-12,
19,7:00 PM,1hr,43,44,34,35,165,47,27,13,52,38,31,32,34,2018-04-12,
20,8:00 PM,1hr,74,2,64,57,162,90,46,9,128,60,57,66,91,2018-04-12,
21,9:00 PM,1hr,65,1,55,45,147,55,5,9,50,44,47,60,51,2018-04-12,
22,10:00 PM,1hr,106,2,120,124,123,56,9,4,9,125,104,112,70,2018-04-12,
23,11:00 PM,1hr,25,1,23,27,57,111,8,2,9,23,19,28,26,2018-04-12,
24,12:00 AM,1hr,25,2,24,21,32,17,4,2,39,16,19,22,33,2018-04-12,
1,1:00 AM,1hr,16,1,10,16,33,18,4,2,13,29,5,6,17,2018-04-13,
2,2:00 AM,1hr,3,1,8,5,11,8,3,2,3,11,4,5,10,2018-04-13,
3,3:00 AM,1hr,3,1,1,1,55,8,3,1,5,2,3,2,9,2018-04-13,
4,4:00 AM,1hr,3,1,1,2,57,6,3,2,5,3,7,2,6,2018-04-13,
5,5:00 AM,1hr,8,1,3,3,59,6,2,1,4,11,14,6,8,2018-04-13,
6,6:00 AM,1hr,17,2,4,4,60,7,7,3,7,10,17,7,-,2018-04-13,
7,7:00 AM,1hr,27,2,11,7,6,9,10,3,10,19,31,8,4,2018-04-13,
8,8:00 AM,1hr,17,2,16,12,59,9,12,6,23,31,69,10,5,2018-04-13,
9,9:00 AM,1hr,12,3,12,7,61,8,16,2,39,28,46,8,8,2018-04-13,
10,10:00 AM,1hr,35,5,17,7,42,8,10,5,31,19,20,7,7,2018-04-13,
11,11:00 AM,1hr,23,6,7,5,59,9,24,3,14,17,22,8,14,2018-04-13,
12,12:00 PM,1hr,11,10,15,7,43,6,16,9,13,10,24,6,12,2018-04-13,
13,1:00 PM,1hr,11,22,8,6,57,7,15,2,15,9,18,7,18,2018-04-13,
14,2:00 PM,1hr,10,20,7,3,,8,12,4,13,7,23,10,12,2018-04-13,
15,3:00 PM,1hr,11,25,16,7,,9,12,2,10,8,14,11,15,2018-04-13,
16,4:00 PM,1hr,23,11,22,11,,9,6,3,9,19,15,22,26,2018-04-13,
17,5:00 PM,1hr,18,2,18,14,,19,6,2,12,15,10,17,25,2018-04-13,
18,6:00 PM,1hr,15,8,10,10,4,17,3,3,15,7,6,12,12,2018-04-13,
19,7:00 PM,1hr,11,1,11,8,,12,3,3,16,6,5,10,11,2018-04-13,
20,8:00 PM,1hr,14,1,10,6,,10,3,2,8,6,3,12,9,2018-04-13,
21,9:00 PM,1hr,6,3,7,5,,10,2,3,3,8,5,6,7,2018-04-13,
22,10:00 PM,1hr,3,2,4,3,,8,1,5,2,7,4,2,6,2018-04-13,
23,11:00 PM,1hr,2,3,4,2,4,6,1,4,2,7,4,2,2,2018-04-13,
24,12:00 AM,1hr,3,2,5,2,3,5,1,3,3,6,6,3,5,2018-04-13,
1,1:00 AM,1hr,2,3,4,6,,7,1,1,1,5,5,4,11,2018-04-14,
2,2:00 AM,1hr,2,1,2,3,2,5,1,2,2,2,2,2,5,2018-04-14,
3,3:00 AM,1hr,2,0,3,3,2,5,1,2,2,3,3,2,4,2018-04-14,
4,4:00 AM,1hr,1,1,2,2,3,6,1,3,2,3,4,2,3,2018-04-14,
5,5:00 AM,1hr,1,1,2,1,,6,1,4,2,6,8,2,4,2018-04-14,
6,6:00 AM,1hr,4,1,5,3,2,5,2,7,3,7,3,2,5,2018-04-14,
7,7:00 AM,1hr,6,1,6,5,2,11,2,8,4,8,4,3,10,2018-04-14,
8,8:00 AM,1hr,6,1,9,4,,10,7,6,13,10,7,4,6,2018-04-14,
9,9:00 AM,1hr,6,1,9,7,,8,9,7,11,8,7,6,4,2018-04-14,
10,10:00 AM,1hr,5,1,7,3,5,8,4,9,9,5,9,5,6,2018-04-14,
11,11:00 AM,1hr,5,2,9,10,,8,4,7,9,9,8,10,8,2018-04-14,
12,12:00 PM,1hr,6,2,11,7,,10,4,5,10,8,13,7,9,2018-04-14,
13,1:00 PM,1hr,8,3,6,6,6,11,4,5,9,7,10,6,9,2018-04-14,
14,2:00 PM,1hr,6,3,7,6,6,11,3,7,11,8,10,5,8,2018-04-14,
15,3:00 PM,1hr,6,4,5,6,8,11,4,5,9,6,11,5,12,2018-04-14,
16,4:00 PM,1hr,7,5,6,7,7,11,5,7,9,6,10,8,17,2018-04-14,
17,5:00 PM,1hr,7,7,9,9,6,11,7,6,8,13,7,6,15,2018-04-14,
18,6:00 PM,1hr,6,12,8,8,9,13,8,4,6,9,7,5,9,2018-04-14,
19,7:00 PM,1hr,4,17,10,7,6,16,8,4,9,8,5,5,10,2018-04-14,
20,8:00 PM,1hr,5,18,6,4,,18,8,12,12,5,5,4,8,2018-04-14,
21,9:00 PM,1hr,4,10,7,4,6,12,5,14,10,11,8,6,9,2018-04-14,
22,10:00 PM,1hr,6,10,8,7,7,10,6,23,8,9,5,8,9,2018-04-14,
23,11:00 PM,1hr,8,9,7,7,5,11,6,18,12,5,5,8,12,2018-04-14,
24,12:00 AM,1hr,12,17,7,11,6,10,10,15,18,8,8,7,19,2018-04-14,
1,1:00 AM,1hr,16,9,8,9,9,11,11,12,12,11,13,7,11,2018-04-15,
2,2:00 AM,1hr,16,12,6,10,7,11,13,11,12,12,13,9,13,2018-04-15,
3,3:00 AM,1hr,14,7,6,9,7,10,9,11,32,7,11,8,14,2018-04-15,
4,4:00 AM,1hr,11,5,6,6,6,9,6,11,38,5,11,6,12,2018-04-15,
5,5:00 AM,1hr,11,6,9,6,6,10,7,9,20,9,10,6,13,2018-04-15,
6,6:00 AM,1hr,13,17,10,8,6,12,6,8,19,12,13,7,14,2018-04-15,
7,7:00 AM,1hr,13,12,11,12,10,11,8,10,18,13,14,8,18,2018-04-15,
8,8:00 AM,1hr,11,8,9,9,13,12,14,6,15,7,14,10,13,2018-04-15,
9,9:00 AM,1hr,9,10,10,10,15,13,13,6,14,8,11,8,12,2018-04-15,
10,10:00 AM,1hr,7,8,8,9,16,10,8,7,14,8,10,6,10,2018-04-15,
11,11:00 AM,1hr,6,8,6,6,15,11,9,7,17,7,6,6,9,2018-04-15,
12,12:00 PM,1hr,7,8,7,7,26,11,8,9,20,12,6,7,8,2018-04-15,
13,1:00 PM,1hr,8,9,7,7,23,14,7,9,16,8,6,7,10,2018-04-15,
14,2:00 PM,1hr,7,9,7,8,13,16,8,9,17,9,7,8,9,2018-04-15,
15,3:00 PM,1hr,9,9,8,9,17,16,9,8,16,9,7,9,10,2018-04-15,
16,4:00 PM,1hr,10,8,8,10,22,16,11,11,20,8,8,9,8,2018-04-15,
17,5:00 PM,1hr,13,9,9,11,12,21,13,10,20,8,8,10,13,2018-04-15,
18,6:00 PM,1hr,10,12,10,11,19,33,18,8,19,8,9,9,15,2018-04-15,
19,7:00 PM,1hr,11,11,10,10,11,25,15,10,13,8,8,11,12,2018-04-15,
20,8:00 PM,1hr,15,8,11,13,10,29,12,20,38,8,9,12,16,2018-04-15,
21,9:00 PM,1hr,17,10,13,11,9,21,12,16,36,19,17,16,11,2018-04-15,
22,10:00 PM,1hr,11,15,15,17,8,17,10,10,17,20,12,16,15,2018-04-15,
23,11:00 PM,1hr,12,9,12,11,8,18,11,13,16,16,13,19,14,2018-04-15,
24,12:00 AM,1hr,12,7,12,12,7,15,11,12,13,17,12,14,11,2018-04-15,
1,1:00 AM,1hr,11,6,14,13,6,13,8,10,12,16,13,14,10,2018-04-16,
2,2:00 AM,1hr,13,8,13,14,6,14,7,9,11,14,10,13,11,2018-04-16,
3,3:00 AM,1hr,11,10,13,10,8,12,8,10,10,12,7,10,8,2018-04-16,
4,4:00 AM,1hr,12,7,12,12,7,12,7,9,9,14,10,12,13,2018-04-16,
5,5:00 AM,1hr,17,10,15,11,8,15,7,8,7,20,14,17,11,2018-04-16,
6,6:00 AM,1hr,65,19,18,14,13,25,10,22,9,26,17,27,19,2018-04-16,
7,7:00 AM,1hr,69,39,23,20,20,75,15,33,26,35,22,41,20,2018-04-16,
8,8:00 AM,1hr,119,29,30,51,28,36,14,44,32,40,58,43,14,2018-04-16,
9,9:00 AM,1hr,65,17,38,73,22,30,17,26,36,58,77,35,18,2018-04-16,
10,10:00 AM,1hr,62,11,39,78,33,25,23,38,50,61,85,68,28,2018-04-16,
11,11:00 AM,1hr,67,17,63,95,45,39,27,44,56,70,87,75,34,2018-04-16,
12,12:00 PM,1hr,57,11,69,67,37,22,26,19,70,78,64,65,25,2018-04-16,
13,1:00 PM,1hr,58,15,53,60,26,23,31,28,91,62,50,38,33,2018-04-16,
14,2:00 PM,1hr,36,16,24,43,25,42,36,16,60,40,39,17,21,2018-04-16,
15,3:00 PM,1hr,21,13,16,26,14,43,55,15,61,45,19,18,10,2018-04-16,
16,4:00 PM,1hr,22,20,14,17,13,39,53,27,38,37,14,14,14,2018-04-16,
17,5:00 PM,1hr,37,25,30,49,28,33,54,46,62,51,74,15,18,2018-04-16,
18,6:00 PM,1hr,65,14,41,51,28,37,53,50,73,51,115,43,57,2018-04-16,
19,7:00 PM,1hr,65,13,38,45,15,114,61,59,93,45,56,64,43,2018-04-16,
20,8:00 PM,1hr,67,13,43,55,12,20,66,128,88,53,54,64,39,2018-04-16,
21,9:00 PM,1hr,78,13,30,51,12,16,52,120,60,39,50,54,49,2018-04-16,
22,10:00 PM,1hr,44,15,16,17,14,17,33,66,58,36,16,12,37,2018-04-16,
23,11:00 PM,1hr,25,18,18,12,16,107,23,53,45,37,16,15,2,2018-04-16,
24,12:00 AM,1hr,39,23,17,18,17,47,24,48,47,21,14,26,16,2018-04-16,
1,1:00 AM,1hr,85,13,17,22,20,29,26,58,46,13,19,29,75,2018-04-17,
2,2:00 AM,1hr,18,15,16,18,18,140,29,47,47,15,11,19,20,2018-04-17,
3,3:00 AM,1hr,38,16,19,21,19,124,28,38,43,28,19,24,81,2018-04-17,
4,4:00 AM,1hr,18,19,21,20,25,36,29,39,44,30,21,19,31,2018-04-17,
5,5:00 AM,1hr,18,24,19,16,58,43,23,41,43,45,19,15,27,2018-04-17,
6,6:00 AM,1hr,37,33,18,22,27,28,31,37,46,43,30,18,27,2018-04-17,
7,7:00 AM,1hr,34,48,23,30,25,37,37,75,75,43,35,32,34,2018-04-17,
8,8:00 AM,1hr,44,49,34,34,27,89,36,25,105,43,46,43,43,2018-04-17,
9,9:00 AM,1hr,97,45,55,46,76,60,39,24,113,70,64,67,83,2018-04-17,
10,10:00 AM,1hr,63,47,64,36,268,58,39,29,55,58,61,55,134,2018-04-17,
11,11:00 AM,1hr,70,57,42,40,157,62,38,14,55,39,46,39,45,2018-04-17,
12,12:00 PM,1hr,90,47,36,38,91,51,42,10,53,40,44,39,39,2018-04-17,
13,1:00 PM,1hr,184,31,35,40,76,45,84,26,210,35,108,108,201,2018-04-17,
14,2:00 PM,1hr,1232,34,233,327,39,62,78,7,88,39,371,455,400,2018-04-17,
15,3:00 PM,1hr,1153,12,57,137,35,67,49,6,27,39,147,221,399,2018-04-17,
16,4:00 PM,1hr,502,15,71,62,33,27,25,4,25,39,59,71,215,2018-04-17,
17,5:00 PM,1hr,79,15,38,13,33,22,10,3,16,38,11,18,65,2018-04-17,
18,6:00 PM,1hr,14,5,9,8,16,8,5,5,50,38,7,6,20,2018-04-17,
19,7:00 PM,1hr,7,8,0,5,5,10,12,6,48,37,6,5,16,2018-04-17,
20,8:00 PM,1hr,7,4,0,2,3,5,3,6,7,,3,3,11,2018-04-17,
21,9:00 PM,1hr,10,5,0,2,3,5,2,4,2,,3,2,21,2018-04-17,
22,10:00 PM,1hr,9,4,0,2,1,6,2,6,2,,4,2,24,2018-04-17,
23,11:00 PM,1hr,6,2,0,2,2,4,2,8,2,,6,4,8,2018-04-17,
24,12:00 AM,1hr,6,2,0,3,2,5,2,12,3,,7,4,3,2018-04-17,
1,1:00 AM,1hr,6,2,0,4,2,6,4,13,3,,6,4,26,2018-04-18,9
2,2:00 AM,1hr,8,2,0,7,3,7,3,15,5,,8,9,11,2018-04-18,9
