"","X.1","date","X","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks.x","val.humidity","val.pm10","val.pm25_r","val.temperature","flag"
"8852",8852,"2021-09-08 16:00:00",8940,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,14.7,50.5,38.8,97.1,1
"8853",8853,"2021-09-08 17:00:00",8941,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,17.6,50.1,38.1,91.1,1
"8854",8854,"2021-09-08 17:00:00",8942,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,17.6,50.1,38.1,91.1,1
"8855",8855,"2021-09-08 17:00:00",8943,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,17.6,50.1,38.1,91.1,1
"8856",8856,"2021-09-08 17:00:00",8944,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,17.6,50.1,38.1,91.1,1
"8857",8857,"2021-09-08 18:00:00",8947,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,23.1,51.2,39.2,83.9,1
"8858",8858,"2021-09-08 18:00:00",8948,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,23.1,51.2,39.2,83.9,1
"8859",8859,"2021-09-08 18:00:00",8945,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,23.1,51.2,39.2,83.9,1
"8860",8860,"2021-09-08 18:00:00",8946,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,23.1,51.2,39.2,83.9,1
"8861",8861,"2021-09-08 19:00:00",8952,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,26.2,51.5,39.2,79,1
"8862",8862,"2021-09-08 19:00:00",8949,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,26.2,51.5,39.2,79,1
"8863",8863,"2021-09-08 19:00:00",8950,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,26.2,51.5,39.2,79,1
"8864",8864,"2021-09-08 19:00:00",8951,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,26.2,51.5,39.2,79,1
"8865",8865,"2021-09-08 20:00:00",8956,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,29.8,50.8,38.5,76.4,1
"8866",8866,"2021-09-08 20:00:00",8953,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,29.8,50.8,38.5,76.4,1
"8867",8867,"2021-09-08 20:00:00",8954,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,29.8,50.8,38.5,76.4,1
"8868",8868,"2021-09-08 20:00:00",8955,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,29.8,50.8,38.5,76.4,1
"8869",8869,"2021-09-08 21:00:00",8960,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,35.6,53.4,40.1,72.2,1
"8870",8870,"2021-09-08 21:00:00",8957,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,35.6,53.4,40.1,72.2,1
"8871",8871,"2021-09-08 21:00:00",8958,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,35.6,53.4,40.1,72.2,1
"8872",8872,"2021-09-08 21:00:00",8959,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,35.6,53.4,40.1,72.2,1
"8873",8873,"2021-09-08 22:00:00",8962,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,42.4,60.7,45.3,68.4,1
"8874",8874,"2021-09-08 22:00:00",8961,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,42.4,60.7,45.3,68.4,1
"8875",8875,"2021-09-08 22:00:00",8963,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,42.4,60.7,45.3,68.4,1
"8876",8876,"2021-09-08 22:00:00",8964,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,42.4,60.7,45.3,68.4,1
"8877",8877,"2021-09-08 23:00:00",8965,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,46,64,47.7,65.4,1
"8878",8878,"2021-09-08 23:00:00",8966,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,46,64,47.7,65.4,1
"8879",8879,"2021-09-08 23:00:00",8967,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,46,64,47.7,65.4,1
"8880",8880,"2021-09-08 23:00:00",8968,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-08",764,109,46,64,47.7,65.4,1
"8881",8881,"2021-09-09 00:00:00",8969,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,44.3,65.7,48.9,63.8,1
"8882",8882,"2021-09-09 00:00:00",8970,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,44.3,65.7,48.9,63.8,1
"8883",8883,"2021-09-09 00:00:00",8971,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,44.3,65.7,48.9,63.8,1
"8884",8884,"2021-09-09 00:00:00",8972,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,44.3,65.7,48.9,63.8,1
"8885",8885,"2021-09-09 05:00:00",8992,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,53.9,69.9,52.1,58.1,1
"8886",8886,"2021-09-09 05:00:00",8989,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,53.9,69.9,52.1,58.1,1
"8887",8887,"2021-09-09 05:00:00",8990,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,53.9,69.9,52.1,58.1,1
"8888",8888,"2021-09-09 05:00:00",8991,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,53.9,69.9,52.1,58.1,1
"8889",8889,"2021-09-09 07:00:00",9000,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,34.2,56,42.9,71.1,1
"8890",8890,"2021-09-09 07:00:00",8997,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,34.2,56,42.9,71.1,1
"8891",8891,"2021-09-09 07:00:00",8998,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,34.2,56,42.9,71.1,1
"8892",8892,"2021-09-09 07:00:00",8999,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,34.2,56,42.9,71.1,1
"8893",8893,"2021-09-09 08:00:00",9003,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,25,52.2,39.9,80.1,1
"8894",8894,"2021-09-09 08:00:00",9002,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,25,52.2,39.9,80.1,1
"8895",8895,"2021-09-09 08:00:00",9004,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,25,52.2,39.9,80.1,1
"8896",8896,"2021-09-09 08:00:00",9001,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,25,52.2,39.9,80.1,1
"8897",8897,"2021-09-09 09:00:00",9005,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,16.7,47.3,35.6,90.5,1
"8898",8898,"2021-09-09 09:00:00",9006,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,16.7,47.3,35.6,90.5,1
"8899",8899,"2021-09-09 09:00:00",9007,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,16.7,47.3,35.6,90.5,1
"8900",8900,"2021-09-09 09:00:00",9008,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,16.7,47.3,35.6,90.5,1
"8901",8901,"2021-09-09 10:00:00",9009,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,11.9,43.2,32.9,96.3,1
"8902",8902,"2021-09-09 10:00:00",9010,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,11.9,43.2,32.9,96.3,1
"8903",8903,"2021-09-09 10:00:00",9011,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,11.9,43.2,32.9,96.3,1
"8904",8904,"2021-09-09 10:00:00",9012,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,11.9,43.2,32.9,96.3,1
"8905",8905,"2021-09-09 11:00:00",9013,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.44,37.4,29.6,100,1
"8906",8906,"2021-09-09 11:00:00",9014,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.44,37.4,29.6,100,1
"8907",8907,"2021-09-09 11:00:00",9015,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.44,37.4,29.6,100,1
"8908",8908,"2021-09-09 11:00:00",9016,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.44,37.4,29.6,100,1
"8909",8909,"2021-09-09 12:00:00",9018,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.77,34.6,27.7,103,1
"8910",8910,"2021-09-09 12:00:00",9019,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.77,34.6,27.7,103,1
"8911",8911,"2021-09-09 12:00:00",9020,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.77,34.6,27.7,103,1
"8912",8912,"2021-09-09 12:00:00",9017,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.77,34.6,27.7,103,1
"8913",8913,"2021-09-09 13:00:00",9022,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.15,32,26.9,104,1
"8914",8914,"2021-09-09 13:00:00",9023,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.15,32,26.9,104,1
"8915",8915,"2021-09-09 13:00:00",9024,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.15,32,26.9,104,1
"8916",8916,"2021-09-09 13:00:00",9021,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.15,32,26.9,104,1
"8917",8917,"2021-09-09 14:00:00",9028,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.93,31.4,25.8,106,1
"8918",8918,"2021-09-09 14:00:00",9025,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.93,31.4,25.8,106,1
"8919",8919,"2021-09-09 14:00:00",9026,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.93,31.4,25.8,106,1
"8920",8920,"2021-09-09 14:00:00",9027,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.93,31.4,25.8,106,1
"8921",8921,"2021-09-09 15:00:00",9029,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.96,32.7,27.2,106,1
"8922",8922,"2021-09-09 15:00:00",9030,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.96,32.7,27.2,106,1
"8923",8923,"2021-09-09 15:00:00",9031,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.96,32.7,27.2,106,1
"8924",8924,"2021-09-09 15:00:00",9032,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,4.96,32.7,27.2,106,1
"8925",8925,"2021-09-09 16:00:00",9033,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.42,33,27.2,105,1
"8926",8926,"2021-09-09 16:00:00",9034,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.42,33,27.2,105,1
"8927",8927,"2021-09-09 16:00:00",9035,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.42,33,27.2,105,1
"8928",8928,"2021-09-09 16:00:00",9036,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,5.42,33,27.2,105,1
"8929",8929,"2021-09-09 17:00:00",9037,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.8,33.1,27.8,99.1,1
"8930",8930,"2021-09-09 17:00:00",9038,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.8,33.1,27.8,99.1,1
"8931",8931,"2021-09-09 17:00:00",9039,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.8,33.1,27.8,99.1,1
"8932",8932,"2021-09-09 17:00:00",9040,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,7.8,33.1,27.8,99.1,1
"8933",8933,"2021-09-09 18:00:00",9043,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,15.3,38.4,30.2,87.9,1
"8934",8934,"2021-09-09 18:00:00",9041,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,15.3,38.4,30.2,87.9,1
"8935",8935,"2021-09-09 18:00:00",9044,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,15.3,38.4,30.2,87.9,1
"8936",8936,"2021-09-09 18:00:00",9042,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,15.3,38.4,30.2,87.9,1
"8937",8937,"2021-09-09 19:00:00",9045,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22,43,32.5,80,1
"8938",8938,"2021-09-09 19:00:00",9046,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22,43,32.5,80,1
"8939",8939,"2021-09-09 19:00:00",9047,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22,43,32.5,80,1
"8940",8940,"2021-09-09 19:00:00",9048,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22,43,32.5,80,1
"8941",8941,"2021-09-09 20:00:00",9049,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,19.6,42.7,32,77,1
"8942",8942,"2021-09-09 20:00:00",9050,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,19.6,42.7,32,77,1
"8943",8943,"2021-09-09 20:00:00",9051,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,19.6,42.7,32,77,1
"8944",8944,"2021-09-09 20:00:00",9052,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,19.6,42.7,32,77,1
"8945",8945,"2021-09-09 22:00:00",9058,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,23.3,42.4,32,71.6,1
"8946",8946,"2021-09-09 22:00:00",9059,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,23.3,42.4,32,71.6,1
"8947",8947,"2021-09-09 22:00:00",9060,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,23.3,42.4,32,71.6,1
"8948",8948,"2021-09-09 22:00:00",9057,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,23.3,42.4,32,71.6,1
"8949",8949,"2021-09-09 23:00:00",9062,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22.9,43.2,32.4,70.4,1
"8950",8950,"2021-09-09 23:00:00",9063,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22.9,43.2,32.4,70.4,1
"8951",8951,"2021-09-09 23:00:00",9064,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22.9,43.2,32.4,70.4,1
"8952",8952,"2021-09-09 23:00:00",9061,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-09",765,109,22.9,43.2,32.4,70.4,1
"8953",8953,"2021-09-10 00:00:00",9065,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.4,42.6,32.5,69.3,0
"8954",8954,"2021-09-10 00:00:00",9066,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.4,42.6,32.5,69.3,0
"8955",8955,"2021-09-10 00:00:00",9067,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.4,42.6,32.5,69.3,0
"8956",8956,"2021-09-10 00:00:00",9068,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.4,42.6,32.5,69.3,0
"8957",8957,"2021-09-10 01:00:00",9069,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.1,43.2,32.5,68.9,0
"8958",8958,"2021-09-10 01:00:00",9070,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.1,43.2,32.5,68.9,0
"8959",8959,"2021-09-10 01:00:00",9071,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.1,43.2,32.5,68.9,0
"8960",8960,"2021-09-10 01:00:00",9072,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.1,43.2,32.5,68.9,0
"8961",8961,"2021-09-10 02:00:00",9073,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,25.2,43.5,32.9,68.9,0
"8962",8962,"2021-09-10 02:00:00",9074,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,25.2,43.5,32.9,68.9,0
"8963",8963,"2021-09-10 02:00:00",9075,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,25.2,43.5,32.9,68.9,0
"8964",8964,"2021-09-10 02:00:00",9076,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,25.2,43.5,32.9,68.9,0
"8965",8965,"2021-09-10 03:00:00",9077,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,27.1,41.6,32.2,66.9,0
"8966",8966,"2021-09-10 03:00:00",9078,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,27.1,41.6,32.2,66.9,0
"8967",8967,"2021-09-10 03:00:00",9079,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,27.1,41.6,32.2,66.9,0
"8968",8968,"2021-09-10 03:00:00",9080,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,27.1,41.6,32.2,66.9,0
"8969",8969,"2021-09-10 04:00:00",9081,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32.1,44.6,32.8,63.6,0
"8970",8970,"2021-09-10 04:00:00",9082,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32.1,44.6,32.8,63.6,0
"8971",8971,"2021-09-10 04:00:00",9083,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32.1,44.6,32.8,63.6,0
"8972",8972,"2021-09-10 04:00:00",9084,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32.1,44.6,32.8,63.6,0
"8973",8973,"2021-09-10 05:00:00",9085,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32,44.4,33.1,63.6,0
"8974",8974,"2021-09-10 05:00:00",9086,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32,44.4,33.1,63.6,0
"8975",8975,"2021-09-10 05:00:00",9087,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32,44.4,33.1,63.6,0
"8976",8976,"2021-09-10 05:00:00",9088,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,32,44.4,33.1,63.6,0
"8977",8977,"2021-09-10 06:00:00",9089,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,28.1,43.7,32.7,66.9,0
"8978",8978,"2021-09-10 06:00:00",9090,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,28.1,43.7,32.7,66.9,0
"8979",8979,"2021-09-10 06:00:00",9091,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,28.1,43.7,32.7,66.9,0
"8980",8980,"2021-09-10 06:00:00",9092,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,28.1,43.7,32.7,66.9,0
"8981",8981,"2021-09-10 07:00:00",9093,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.2,39.4,30.8,75,0
"8982",8982,"2021-09-10 07:00:00",9094,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.2,39.4,30.8,75,0
"8983",8983,"2021-09-10 07:00:00",9095,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.2,39.4,30.8,75,0
"8984",8984,"2021-09-10 07:00:00",9096,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,23.2,39.4,30.8,75,0
"8985",8985,"2021-09-10 08:00:00",9097,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2021-09-10",766,109,20.5,38.2,29.5,81.3,0
