InstrumentName, I25 Denver,,,
10/06/2019 16:07:00.000000,0.009324,2.180225,,1.941667
10/06/2019 16:08:00.000000,0.009405,2.097706,,1.358333
10/06/2019 16:09:00.000000,-9999.0,2.159045,,1.758333
10/06/2019 16:10:00.000000,0.090953,2.63797,,1.708333
10/06/2019 16:11:00.000000,0.18376,2.806991,,1.975
10/06/2019 16:12:00.000000,0.23875,3.719028,,1.541667
10/06/2019 16:13:00.000000,0.339569,4.261935,,1.408333
10/06/2019 16:14:00.000000,0.260544,4.295724,,1.125
10/06/2019 16:15:00.000000,0.195408,4.78131,,1.375
10/06/2019 16:16:00.000000,0.185434,4.856255,,0.85
10/06/2019 16:17:00.000000,0.208755,4.462317,,1.166667
10/06/2019 16:18:00.000000,0.185293,3.990708,,1.016667
10/06/2019 16:19:00.000000,0.514109,3.192178,,0.725
10/06/2019 16:20:00.000000,0.821714,2.879861,,1.433333
10/06/2019 16:21:00.000000,0.306715,2.791977,,1.316667
10/06/2019 16:22:00.000000,0.182269,2.205176,,2.4
10/06/2019 16:23:00.000000,0.196719,1.968015,,1.125
10/06/2019 16:24:00.000000,0.188711,2.066717,,0.816667
10/06/2019 16:25:00.000000,0.199545,2.095689,,0.891667
10/06/2019 16:26:00.000000,0.182381,2.067029,,2.641667
10/06/2019 16:27:00.000000,0.180812,2.061013,,1.15
10/06/2019 16:28:00.000000,0.160642,2.108641,,0.908333
10/06/2019 16:29:00.000000,0.200348,2.494992,,
10/06/2019 16:30:00.000000,0.245913,3.000573,,1.091667
10/06/2019 16:31:00.000000,0.236727,3.603109,,1.741667
10/06/2019 16:32:00.000000,0.416276,19.461765,,1.708333
10/06/2019 16:33:00.000000,0.566968,18.713699,,1.058333
10/06/2019 16:34:00.000000,0.486549,16.618787,,1.733333
10/06/2019 16:35:00.000000,0.360508,15.344467,,0.883333
10/06/2019 16:36:00.000000,0.23252,13.170533,,3.275
10/06/2019 16:37:00.000000,0.248713,11.443065,,1.116667
10/06/2019 16:38:00.000000,0.275915,9.491031,,0.9
10/06/2019 16:39:00.000000,0.211001,7.259939,,1.266667
10/06/2019 16:40:00.000000,0.215056,5.292091,,1.116667
10/06/2019 16:41:00.000000,0.390916,4.049875,,1.466667
10/06/2019 16:42:00.000000,0.324564,4.065187,,0.766667
10/06/2019 16:43:00.000000,0.228053,4.117805,,1.525
10/06/2019 16:44:00.000000,0.21904,5.12009,,1.05
10/06/2019 16:45:00.000000,0.297824,6.041928,,1.091667
10/06/2019 16:46:00.000000,0.256904,6.107939,,0.825
10/06/2019 16:47:00.000000,0.18769,5.554081,,1.258333
10/06/2019 16:48:00.000000,0.17194,5.125595,,1.3
10/06/2019 16:49:00.000000,0.220512,4.867822,,0.933333
10/06/2019 16:50:00.000000,0.167384,4.264064,,0.808333
10/06/2019 16:51:00.000000,0.15025,2.477905,,1.075
10/06/2019 16:52:00.000000,0.157747,1.717345,,0.825
10/06/2019 16:53:00.000000,0.186535,1.716205,,5.108333
10/06/2019 16:54:00.000000,0.193045,1.726526,,1.466667
10/06/2019 16:55:00.000000,0.173551,1.705777,,1.008333
10/06/2019 16:56:00.000000,0.188644,2.205962,,1.825
10/06/2019 16:57:00.000000,0.232988,2.567625,,2.266667
10/06/2019 16:58:00.000000,0.38744,3.601132,,1.475
10/06/2019 16:59:00.000000,0.579095,4.26359,,1.033333
10/06/2019 17:00:00.000000,0.362552,5.154502,,1.733333
10/06/2019 17:01:00.000000,0.237417,5.528021,,2.716667
10/06/2019 17:02:00.000000,0.188103,5.392992,,1.975
10/06/2019 17:03:00.000000,0.155308,4.945499,,1.166667
10/06/2019 17:04:00.000000,0.165097,4.493592,,0.733333
10/06/2019 17:05:00.000000,0.166889,3.459127,,1.433333
10/06/2019 17:06:00.000000,0.157764,2.771265,,1.133333
10/06/2019 17:07:00.000000,0.179861,1.897175,,2.291667
10/06/2019 17:08:00.000000,0.21224,1.597221,,1.391667
10/06/2019 17:09:00.000000,0.184666,1.516781,,1.3
10/06/2019 17:10:00.000000,0.180375,1.52003,,1.483333
10/06/2019 17:11:00.000000,0.210752,1.741999,,1.5
10/06/2019 17:12:00.000000,0.198496,1.961366,,0.858333
10/06/2019 17:13:00.000000,0.179752,1.909746,,0.983333
10/06/2019 17:14:00.000000,0.178178,2.131765,,0.816667
10/06/2019 17:15:00.000000,0.158699,2.15409,,0.891667
10/06/2019 17:16:00.000000,0.168716,2.117325,,0.808333
10/06/2019 17:17:00.000000,0.157289,2.055937,,0.983333
10/06/2019 17:18:00.000000,0.149355,1.734008,,1.275
10/06/2019 17:19:00.000000,0.180474,1.614746,,0.933333
10/06/2019 17:20:00.000000,0.159077,1.624761,,1.083333
10/06/2019 17:21:00.000000,0.16387,1.413691,,0.825
10/06/2019 17:22:00.000000,0.211621,1.70405,,0.891667
10/06/2019 17:23:00.000000,0.203237,1.718033,,1.633333
10/06/2019 17:24:00.000000,0.183152,1.755932,,0.966667
10/06/2019 17:25:00.000000,0.166573,2.105757,,1.175
10/06/2019 17:26:00.000000,0.229208,2.880552,,1.658333
10/06/2019 17:27:00.000000,0.306086,4.148045,,1.425
10/06/2019 17:28:00.000000,0.339534,4.628317,,1.95
10/06/2019 17:29:00.000000,0.289085,4.653511,,1.266667
10/06/2019 17:30:00.000000,0.198335,4.745223,,0.925
10/06/2019 17:31:00.000000,0.164951,4.855931,,0.9
10/06/2019 17:32:00.000000,0.195472,5.21784,,0.9
10/06/2019 17:33:00.000000,0.233081,4.307967,,2.0
10/06/2019 17:34:00.000000,0.21447,4.058923,,1.55
10/06/2019 17:35:00.000000,0.261208,4.974102,,2.416667
10/06/2019 17:36:00.000000,0.332921,6.162381,,1.491667
10/06/2019 17:37:00.000000,0.315532,7.404414,,1.675
10/06/2019 17:38:00.000000,0.291286,8.478677,,1.15
10/06/2019 17:39:00.000000,0.252912,8.073444,,0.916667
10/06/2019 17:40:00.000000,0.192917,7.977399,,0.991667
10/06/2019 17:41:00.000000,0.172724,6.978707,,2.008333
10/06/2019 17:42:00.000000,0.173419,5.692433,,1.641667
10/06/2019 17:43:00.000000,0.326694,5.13026,,1.508333
10/06/2019 17:44:00.000000,0.472536,4.949955,,0.858333
10/06/2019 17:45:00.000000,0.5217,4.521095,,0.891667
10/06/2019 17:46:00.000000,0.306537,4.516365,,0.991667
10/06/2019 17:47:00.000000,0.217949,4.751327,,1.55
10/06/2019 17:48:00.000000,0.239537,13.596847,,1.966667
10/06/2019 17:49:00.000000,0.345123,22.126875,,2.275
10/06/2019 17:50:00.000000,0.431888,19.686888,,1.291667
10/06/2019 17:51:00.000000,0.365085,11.50728,,2.025
10/06/2019 17:52:00.000000,0.368687,11.937303,,1.55
10/06/2019 17:53:00.000000,0.496785,11.773058,,2.233333
10/06/2019 17:54:00.000000,0.48717,10.884771,,1.475
10/06/2019 17:55:00.000000,0.285203,9.457272,,1.583333
10/06/2019 17:56:00.000000,0.191877,7.938145,,1.233333
10/06/2019 17:57:00.000000,0.170103,6.364745,,0.925
10/06/2019 17:58:00.000000,0.167171,4.87302,,1.541667
10/06/2019 17:59:00.000000,0.174828,3.41722,,0.958333
10/06/2019 18:00:00.000000,0.18115,2.110315,,1.541667
10/06/2019 18:01:00.000000,0.182457,1.993075,,1.141667
10/06/2019 18:02:00.000000,0.271294,6.097421,,1.558333
10/06/2019 18:03:00.000000,0.288616,1.861531,,1.416667
10/06/2019 18:04:00.000000,0.176926,1.73546,,0.941667
10/06/2019 18:05:00.000000,0.154825,1.651638,,1.633333
10/06/2019 18:06:00.000000,0.172648,1.80537,,1.15
10/06/2019 18:07:00.000000,0.210393,2.616782,,1.375
10/06/2019 18:08:00.000000,0.222892,3.249687,,2.591667
10/06/2019 18:09:00.000000,0.195457,3.269127,,
10/06/2019 18:10:00.000000,0.175459,3.357484,,1.441667
10/06/2019 18:11:00.000000,0.186609,3.691163,,1.033333
10/06/2019 18:12:00.000000,0.184522,3.739958,,2.008333
10/06/2019 18:13:00.000000,0.172848,3.357071,,1.091667
10/06/2019 18:14:00.000000,0.153274,2.550445,,1.55
10/06/2019 18:15:00.000000,0.164278,2.331615,,1.416667
10/06/2019 18:16:00.000000,0.162721,2.334818,,1.308333
10/06/2019 18:17:00.000000,0.160406,2.066381,,1.116667
10/06/2019 18:18:00.000000,0.186607,1.919496,,1.1
10/06/2019 18:19:00.000000,0.197493,2.162655,,2.291667
10/06/2019 18:20:00.000000,0.246481,2.33185,,1.575
10/06/2019 18:21:00.000000,0.215386,2.08574,,3.975
10/06/2019 18:22:00.000000,0.174996,2.034832,,1.358333
10/06/2019 18:23:00.000000,0.172039,2.055616,,1.558333
10/06/2019 18:24:00.000000,0.16406,2.078909,,1.691667
10/06/2019 18:25:00.000000,0.160221,2.061392,,1.516667
10/06/2019 18:26:00.000000,0.173859,1.792328,,1.225
10/06/2019 18:27:00.000000,0.154557,1.707331,,2.575
10/06/2019 18:28:00.000000,0.212187,2.156974,,2.425
10/06/2019 18:29:00.000000,0.391906,12.98145,,2.216667
10/06/2019 18:30:00.000000,0.689904,13.037053,,4.491667
10/06/2019 18:31:00.000000,0.470263,4.401478,,1.95
10/06/2019 18:32:00.000000,0.310808,4.697928,,1.883333
10/06/2019 18:33:00.000000,0.35492,4.849726,,1.441667
10/06/2019 18:34:00.000000,0.281507,5.333937,,1.4
10/06/2019 18:35:00.000000,0.248315,5.207041,,1.583333
10/06/2019 18:36:00.000000,0.201803,4.868638,,1.691667
10/06/2019 18:37:00.000000,0.193339,4.822142,,1.425
10/06/2019 18:38:00.000000,0.223927,5.703655,,1.766667
10/06/2019 18:39:00.000000,0.348613,6.759031,,1.708333
10/06/2019 18:40:00.000000,0.402551,8.181287,,1.7
10/06/2019 18:41:00.000000,0.457501,8.370931,,2.433333
10/06/2019 18:42:00.000000,0.57188,9.65446,,2.958333
10/06/2019 18:43:00.000000,0.416901,10.37927,,1.35
10/06/2019 18:44:00.000000,0.36255,10.593228,,2.208333
10/06/2019 18:45:00.000000,0.29861,10.045123,,1.291667
10/06/2019 18:46:00.000000,0.331092,9.078135,,1.2
10/06/2019 18:47:00.000000,0.399537,25.406665,,1.383333
10/06/2019 18:48:00.000000,0.522627,18.888392,,1.675
10/06/2019 18:49:00.000000,0.48233,3.834767,,1.425
10/06/2019 18:50:00.000000,0.270161,2.782149,,1.216667
10/06/2019 18:51:00.000000,0.259512,3.407438,,1.658333
10/06/2019 18:52:00.000000,0.277787,3.640658,,1.791667
10/06/2019 18:53:00.000000,0.242203,5.165993,,1.8
10/06/2019 18:54:00.000000,0.327345,6.433625,,1.433333
10/06/2019 18:55:00.000000,0.280006,6.917067,,1.216667
10/06/2019 18:56:00.000000,0.243125,14.990788,,1.933333
10/06/2019 18:57:00.000000,0.308581,13.444005,,1.45
10/06/2019 18:58:00.000000,0.316699,15.847631,,2.408333
10/06/2019 18:59:00.000000,0.287609,5.204381,,4.058333
10/06/2019 19:00:00.000000,0.244855,3.37122,,3.1
10/06/2019 19:01:00.000000,0.203762,3.168527,,1.35
10/06/2019 19:02:00.000000,0.195263,3.592392,,1.75
10/06/2019 19:03:00.000000,0.191339,3.500953,,1.891667
10/06/2019 19:04:00.000000,0.192967,3.276744,,2.816667
10/06/2019 19:05:00.000000,0.176598,3.032942,,1.341667
10/06/2019 19:06:00.000000,0.171861,2.825421,,1.2
10/06/2019 19:07:00.000000,0.169974,2.779386,,1.566667
10/06/2019 19:08:00.000000,0.179105,2.621631,,1.233333
10/06/2019 19:09:00.000000,0.188046,2.090438,,1.841667
10/06/2019 19:10:00.000000,0.17917,1.998624,,2.266667
10/06/2019 19:11:00.000000,0.169499,2.028096,,1.475
10/06/2019 19:12:00.000000,0.179607,2.062919,,2.408333
10/06/2019 19:13:00.000000,0.184813,2.018417,,3.6
10/06/2019 19:14:00.000000,0.176196,2.007425,,2.325
10/06/2019 19:15:00.000000,0.170325,2.075117,,2.016667
10/06/2019 19:16:00.000000,0.178384,2.137635,,1.358333
10/06/2019 19:17:00.000000,0.170057,2.25684,,1.208333
10/06/2019 19:18:00.000000,0.168431,2.321345,,2.575
10/06/2019 19:19:00.000000,0.242598,2.530781,,3.616667
10/06/2019 19:20:00.000000,0.503004,3.234675,,1.316667
10/06/2019 19:21:00.000000,0.356738,3.280153,,2.016667
10/06/2019 19:22:00.000000,0.182974,3.792455,,1.275
10/06/2019 19:23:00.000000,0.203507,4.670494,,3.583333
10/06/2019 19:24:00.000000,0.264373,5.640414,,1.416667
10/06/2019 19:25:00.000000,0.237974,5.790698,,1.841667
10/06/2019 19:26:00.000000,0.17696,5.300243,,1.35
10/06/2019 19:27:00.000000,0.172297,4.823027,,2.583333
10/06/2019 19:28:00.000000,0.185236,4.773981,,9.025
10/06/2019 19:29:00.000000,0.196372,3.777948,,3.55
10/06/2019 19:30:00.000000,0.192979,2.688583,,1.533333
10/06/2019 19:31:00.000000,0.189456,1.696034,,1.766667
10/06/2019 19:32:00.000000,0.174153,1.624332,,1.983333
10/06/2019 19:33:00.000000,0.170795,1.645736,,1.175
10/06/2019 19:34:00.000000,0.178393,1.853202,,1.283333
10/06/2019 19:35:00.000000,0.198803,2.119491,,1.85
10/06/2019 19:36:00.000000,0.20711,2.171672,,1.441667
10/06/2019 19:37:00.000000,0.178273,2.2409,,2.225
10/06/2019 19:38:00.000000,0.171944,2.315551,,1.933333
10/06/2019 19:39:00.000000,0.186333,2.349703,,3.275
10/06/2019 19:40:00.000000,0.210918,2.502158,,2.116667
10/06/2019 19:41:00.000000,0.210359,2.220636,,1.45
10/06/2019 19:42:00.000000,0.19856,2.566759,,1.583333
10/06/2019 19:43:00.000000,0.264472,3.567702,,3.8
10/06/2019 19:44:00.000000,0.236499,3.716268,,1.525
10/06/2019 19:45:00.000000,0.208286,3.832311,,2.125
10/06/2019 19:46:00.000000,0.247923,4.410744,,1.283333
10/06/2019 19:47:00.000000,0.24115,4.410875,,1.75
10/06/2019 19:48:00.000000,0.227889,4.74788,,1.25
10/06/2019 19:49:00.000000,0.237238,4.120215,,2.025
10/06/2019 19:50:00.000000,0.210272,3.498937,,1.458333
10/06/2019 19:51:00.000000,0.186422,3.452586,,1.858333
10/06/2019 19:52:00.000000,0.181031,3.210951,,1.441667
10/06/2019 19:53:00.000000,0.189047,2.748837,,2.408333
10/06/2019 19:54:00.000000,0.180536,2.611642,,1.4
10/06/2019 19:55:00.000000,0.198029,2.308727,,1.208333
10/06/2019 19:56:00.000000,0.194965,2.145398,,1.475
10/06/2019 19:57:00.000000,0.221291,2.387045,,3.333333
10/06/2019 19:58:00.000000,0.242079,2.393822,,1.941667
10/06/2019 19:59:00.000000,0.198755,2.391821,,1.983333
10/06/2019 20:00:00.000000,0.168994,2.359487,,1.908333
10/06/2019 20:01:00.000000,0.160332,2.382542,,2.266667
10/06/2019 20:02:00.000000,0.179267,2.397326,,2.758333
10/06/2019 20:03:00.000000,0.178532,2.258433,,1.975
10/06/2019 20:04:00.000000,0.184054,2.009647,,2.266667
10/06/2019 20:05:00.000000,0.160597,2.084548,,1.566667
10/06/2019 20:06:00.000000,0.171487,2.079284,,4.066667
10/06/2019 20:07:00.000000,0.17392,2.106508,,2.191667
10/06/2019 20:08:00.000000,0.177597,2.156453,,2.733333
10/06/2019 20:09:00.000000,0.168472,2.167507,,3.166667
10/06/2019 20:10:00.000000,0.169771,2.157379,,1.641667
10/06/2019 20:11:00.000000,0.165164,2.178719,,1.591667
10/06/2019 20:12:00.000000,0.17282,2.132744,,1.691667
10/06/2019 20:13:00.000000,0.166046,2.141847,,2.066667
10/06/2019 20:14:00.000000,0.155467,2.070481,,2.375
10/06/2019 20:15:00.000000,0.175706,2.0996,,2.125
10/06/2019 20:16:00.000000,0.179751,2.049033,,2.1
10/06/2019 20:17:00.000000,0.188718,2.064695,,1.733333
10/06/2019 20:18:00.000000,0.185917,2.305941,,1.7
10/06/2019 20:19:00.000000,0.201958,2.500698,,1.333333
10/06/2019 20:20:00.000000,0.247916,3.592983,,1.85
10/06/2019 20:21:00.000000,0.276457,3.79462,,1.991667
10/06/2019 20:22:00.000000,0.205346,3.734914,,2.0
10/06/2019 20:23:00.000000,0.198123,3.793279,,3.65
10/06/2019 20:24:00.000000,0.210782,3.871253,,2.241667
10/06/2019 20:25:00.000000,0.358199,5.116005,,2.375
10/06/2019 20:26:00.000000,0.444524,5.201528,,2.033333
10/06/2019 20:27:00.000000,0.314398,4.377444,,2.0
10/06/2019 20:28:00.000000,0.284813,4.697656,,2.55
10/06/2019 20:29:00.000000,0.256704,5.576431,,2.508333
10/06/2019 20:30:00.000000,0.359717,7.482162,,2.225
10/06/2019 20:31:00.000000,0.440226,8.123331,,2.016667
10/06/2019 20:32:00.000000,0.397377,8.066425,,1.816667
10/06/2019 20:33:00.000000,0.313309,8.151243,,1.8
10/06/2019 20:34:00.000000,0.219486,7.954633,,2.625
10/06/2019 20:35:00.000000,0.183079,7.687167,,2.516667
10/06/2019 20:36:00.000000,0.206581,6.203548,,1.95
10/06/2019 20:37:00.000000,0.176408,4.622335,,1.808333
10/06/2019 20:38:00.000000,0.187252,3.332821,,1.708333
10/06/2019 20:39:00.000000,0.177419,2.435119,,1.7
10/06/2019 20:40:00.000000,0.166897,2.367107,,1.791667
10/06/2019 20:41:00.000000,0.192091,2.261219,,2.075
10/06/2019 20:42:00.000000,0.187702,2.49757,,2.558333
10/06/2019 20:43:00.000000,0.189987,2.623352,,2.141667
10/06/2019 20:44:00.000000,0.187197,2.570396,,2.466667
10/06/2019 20:45:00.000000,0.198118,2.567912,,2.683333
10/06/2019 20:46:00.000000,0.18395,2.592929,,1.875
10/06/2019 20:47:00.000000,0.204525,2.728334,,2.625
10/06/2019 20:48:00.000000,0.20288,2.851727,,2.241667
10/06/2019 20:49:00.000000,0.207116,2.84453,,1.925
10/06/2019 20:50:00.000000,0.221237,3.143724,,1.533333
10/06/2019 20:51:00.000000,0.232503,3.333544,,2.141667
10/06/2019 20:52:00.000000,0.22428,3.87593,,1.925
10/06/2019 20:53:00.000000,0.241283,4.070166,,2.45
10/06/2019 20:54:00.000000,0.198238,3.949015,,2.133333
10/06/2019 20:55:00.000000,0.180674,3.836516,,1.55
10/06/2019 20:56:00.000000,0.262854,4.111665,,2.783333
10/06/2019 20:57:00.000000,0.373274,4.350073,,3.358333
10/06/2019 20:58:00.000000,0.249187,4.342952,,1.75
10/06/2019 20:59:00.000000,0.224456,4.104105,,1.783333
10/06/2019 21:00:00.000000,0.214432,4.124438,,2.075
10/06/2019 21:01:00.000000,0.217367,4.230234,,1.733333
10/06/2019 21:02:00.000000,0.218289,4.197494,,1.975
10/06/2019 21:03:00.000000,0.209999,3.516318,,2.091667
10/06/2019 21:04:00.000000,0.202756,3.292598,,2.466667
10/06/2019 21:05:00.000000,0.206664,2.980801,,2.225
10/06/2019 21:06:00.000000,0.205764,2.828675,,2.475
10/06/2019 21:07:00.000000,0.19782,2.748085,,2.591667
10/06/2019 21:08:00.000000,0.206327,2.635667,,2.233333
10/06/2019 21:09:00.000000,0.208412,2.813059,,2.383333
10/06/2019 21:10:00.000000,0.252229,3.396537,,2.216667
10/06/2019 21:11:00.000000,0.257103,4.263355,,3.208333
10/06/2019 21:12:00.000000,0.268013,5.072386,,3.391667
10/06/2019 21:13:00.000000,0.240401,5.261027,,1.475
10/06/2019 21:14:00.000000,0.215276,5.440787,,2.491667
10/06/2019 21:15:00.000000,0.211319,5.584943,,2.325
10/06/2019 21:16:00.000000,0.218734,5.43003,,1.475
10/06/2019 21:17:00.000000,0.209803,4.735486,,1.583333
10/06/2019 21:18:00.000000,0.185417,3.752446,,1.691667
10/06/2019 21:19:00.000000,0.221777,3.414305,,2.158333
10/06/2019 21:20:00.000000,0.266871,3.693257,,1.65
10/06/2019 21:21:00.000000,0.274202,3.623794,,1.508333
10/06/2019 21:22:00.000000,0.206228,3.455294,,1.866667
10/06/2019 21:23:00.000000,0.211549,3.447092,,2.083333
10/06/2019 21:24:00.000000,0.199172,3.528626,,2.283333
10/06/2019 21:25:00.000000,0.188437,3.481575,,2.3
10/06/2019 21:26:00.000000,0.188683,2.989451,,1.75
10/06/2019 21:27:00.000000,0.201034,2.634417,,2.158333
10/06/2019 21:28:00.000000,0.198903,2.568284,,2.75
10/06/2019 21:29:00.000000,0.190277,2.417588,,1.333333
10/06/2019 21:30:00.000000,0.190103,2.281488,,1.383333
10/06/2019 21:31:00.000000,0.176489,2.218608,,1.675
10/06/2019 21:32:00.000000,0.180916,2.176662,,1.608333
10/06/2019 21:33:00.000000,0.194044,2.149408,,1.966667
10/06/2019 21:34:00.000000,0.197207,2.162919,,1.45
10/06/2019 21:35:00.000000,0.197681,2.215233,,2.041667
10/06/2019 21:36:00.000000,0.184869,2.326813,,2.191667
10/06/2019 21:37:00.000000,0.213878,3.102092,,1.65
10/06/2019 21:38:00.000000,0.219895,3.366883,,2.241667
10/06/2019 21:39:00.000000,0.187296,3.449328,,1.933333
10/06/2019 21:40:00.000000,0.179401,3.44467,,1.441667
10/06/2019 21:41:00.000000,0.188885,3.414437,,1.766667
10/06/2019 21:42:00.000000,0.185517,3.361773,,2.716667
10/06/2019 21:43:00.000000,0.186452,3.085056,,1.7
10/06/2019 21:44:00.000000,0.192167,2.366673,,2.058333
10/06/2019 21:45:00.000000,0.188115,2.14517,,1.366667
10/06/2019 21:46:00.000000,0.195475,2.156456,,2.125
10/06/2019 21:47:00.000000,0.189808,2.262381,,2.566667
10/06/2019 21:48:00.000000,0.204781,2.413124,,1.866667
10/06/2019 21:49:00.000000,0.198815,2.446495,,1.525
10/06/2019 21:50:00.000000,0.202375,2.412869,,2.783333
10/06/2019 21:51:00.000000,0.237916,2.407887,,1.525
10/06/2019 21:52:00.000000,0.243526,2.373343,,1.583333
10/06/2019 21:53:00.000000,0.20329,2.350109,,1.966667
10/06/2019 21:54:00.000000,0.190054,2.203372,,2.091667
10/06/2019 21:55:00.000000,0.19447,2.110187,,2.466667
10/06/2019 21:56:00.000000,0.186222,2.116324,,1.766667
10/06/2019 21:57:00.000000,0.209424,2.125443,,2.25
10/06/2019 21:58:00.000000,0.20201,2.199312,,2.025
10/06/2019 21:59:00.000000,0.188513,2.200943,,2.366667
10/06/2019 22:00:00.000000,0.096016,2.16506,,1.483333
10/06/2019 22:01:00.000000,0.084142,2.139075,,2.133333
10/06/2019 22:02:00.000000,0.050999,2.085446,,2.475
10/06/2019 22:03:00.000000,0.056518,2.04239,,1.95
10/06/2019 22:04:00.000000,0.07541,2.014224,,4.008333
10/06/2019 22:05:00.000000,0.051804,1.940386,,2.366667
10/06/2019 22:06:00.000000,0.062731,2.116373,,1.65
10/06/2019 22:07:00.000000,0.047787,2.462566,,1.6
10/06/2019 22:08:00.000000,0.065373,2.553719,,2.15
10/06/2019 22:09:00.000000,0.034801,2.620384,,1.558333
10/06/2019 22:10:00.000000,0.057944,2.60417,,3.241667
10/06/2019 22:11:00.000000,0.139319,2.593009,,1.841667
10/06/2019 22:12:00.000000,0.165376,2.55821,,1.975
10/06/2019 22:13:00.000000,0.177598,2.329471,,1.266667
10/06/2019 22:14:00.000000,0.168166,2.104423,,1.658333
10/06/2019 22:15:00.000000,0.183384,2.007061,,2.066667
10/06/2019 22:16:00.000000,0.179796,2.069,,2.558333
10/06/2019 22:17:00.000000,0.174983,2.133188,,2.05
10/06/2019 22:18:00.000000,0.182972,2.18872,,2.825
10/06/2019 22:19:00.000000,0.175846,2.188579,,1.525
10/06/2019 22:20:00.000000,0.177799,2.123563,,2.316667
10/06/2019 22:21:00.000000,0.185458,2.080585,,1.575
10/06/2019 22:22:00.000000,0.189664,2.067114,,1.591667
10/06/2019 22:23:00.000000,0.17212,1.995111,,2.15
10/06/2019 22:24:00.000000,0.18507,8.723573,,2.108333
10/06/2019 22:25:00.000000,0.208092,2.639736,,1.641667
10/06/2019 22:26:00.000000,0.181919,1.809328,,1.6
10/06/2019 22:27:00.000000,0.167463,1.861264,,3.341667
10/06/2019 22:28:00.000000,0.18111,1.866547,,2.216667
10/06/2019 22:29:00.000000,0.176078,1.919993,,1.275
10/06/2019 22:30:00.000000,0.162616,1.931207,,2.025
10/06/2019 22:31:00.000000,0.169403,1.952862,,2.008333
10/06/2019 22:32:00.000000,0.167993,1.987239,,1.358333
10/06/2019 22:33:00.000000,0.180225,1.999908,,1.666667
10/06/2019 22:34:00.000000,0.175047,1.995261,,1.333333
10/06/2019 22:35:00.000000,0.183061,1.978067,,1.941667
10/06/2019 22:36:00.000000,0.174054,1.946846,,1.358333
10/06/2019 22:37:00.000000,0.173738,3.019144,,2.766667
10/06/2019 22:38:00.000000,0.172266,4.071622,,4.091667
10/06/2019 22:39:00.000000,0.167506,4.348003,,1.725
10/06/2019 22:40:00.000000,0.184012,4.374041,,1.5
10/06/2019 22:41:00.000000,0.173342,4.353387,,1.316667
10/06/2019 22:42:00.000000,0.184849,4.371311,,1.85
10/06/2019 22:43:00.000000,0.166682,4.389744,,1.716667
10/06/2019 22:44:00.000000,0.176967,3.391315,,1.608333
10/06/2019 22:45:00.000000,0.168062,2.913615,,1.6
10/06/2019 22:46:00.000000,0.171234,2.793558,,2.241667
10/06/2019 22:47:00.000000,0.163165,2.812031,,2.116667
10/06/2019 22:48:00.000000,0.165861,2.846167,,1.366667
10/06/2019 22:49:00.000000,0.19026,2.902815,,1.025
10/06/2019 22:50:00.000000,0.218904,2.636752,,1.916667
10/06/2019 22:51:00.000000,0.205971,2.362288,,1.908333
10/06/2019 22:52:00.000000,0.186962,2.257151,,1.808333
10/06/2019 22:53:00.000000,0.188589,2.143442,,1.433333
10/06/2019 22:54:00.000000,0.185632,2.165366,,1.216667
10/06/2019 22:55:00.000000,0.181407,2.151983,,1.75
10/06/2019 22:56:00.000000,0.181004,2.028341,,1.8
10/06/2019 22:57:00.000000,0.187773,1.942893,,1.341667
10/06/2019 22:58:00.000000,0.186962,2.04786,,2.583333
10/06/2019 22:59:00.000000,0.192463,2.184631,,2.15
10/06/2019 23:00:00.000000,0.191898,2.277916,,1.825
10/06/2019 23:01:00.000000,0.194516,2.605084,,3.266667
10/06/2019 23:02:00.000000,0.191775,2.897682,,2.208333
10/06/2019 23:03:00.000000,0.173716,2.992517,,1.916667
10/06/2019 23:04:00.000000,0.168786,2.943527,,1.533333
10/06/2019 23:05:00.000000,0.181998,2.847253,,1.775
10/06/2019 23:06:00.000000,0.182038,2.743087,,1.433333
10/06/2019 23:07:00.000000,0.191386,2.670657,,2.408333
10/06/2019 23:08:00.000000,0.188818,2.267723,,3.508333
10/06/2019 23:09:00.000000,0.182321,2.07868,,1.858333
10/06/2019 23:10:00.000000,0.201259,2.201434,,1.425
10/06/2019 23:11:00.000000,0.211265,2.403052,,2.958333
10/06/2019 23:12:00.000000,0.176039,2.4677,,2.183333
10/06/2019 23:13:00.000000,0.178297,2.482987,,2.65
10/06/2019 23:14:00.000000,0.179366,2.486296,,1.416667
10/06/2019 23:15:00.000000,0.183469,2.591938,,1.758333
10/06/2019 23:16:00.000000,0.173508,2.581206,,3.266667
10/06/2019 23:17:00.000000,0.192979,2.461921,,1.566667
10/06/2019 23:18:00.000000,0.177385,2.341073,,1.95
10/06/2019 23:19:00.000000,0.176137,2.330499,,2.641667
10/06/2019 23:20:00.000000,0.20026,2.630593,,2.516667
10/06/2019 23:21:00.000000,0.198151,3.036985,,1.583333
10/06/2019 23:22:00.000000,0.182108,3.078664,,1.5
10/06/2019 23:23:00.000000,0.196726,3.13891,,3.608333
10/06/2019 23:24:00.000000,0.19559,3.236872,,2.608333
10/06/2019 23:25:00.000000,0.1757,3.307628,,1.583333
10/06/2019 23:26:00.000000,0.189016,3.263243,,1.683333
10/06/2019 23:27:00.000000,0.183019,2.893763,,2.983333
10/06/2019 23:28:00.000000,0.189677,2.648801,,2.0
