"","X.4","date","X.3","X.2","X.1","X","age_days.x","age_weeks.x","val.humidity","val.temperature","val.pm25_r","val.pm25_p.y","flag","PM10","Ratio"
"15024",16178,"2022-02-26 20:00:00",16179,16179,16179,16179,1366,195,93.7,25.5,50.1,41.9833333333333,0,65,0.645897435897435
"15025",16179,"2022-02-26 21:00:00",16180,16180,16180,16180,1366,195,97.9,23.5,56,46.9716666666667,0,67,0.701069651741294
"15026",16180,"2022-02-26 22:00:00",16181,16181,16181,16181,1366,195,96.5,25,41.5,29.6983333333333,0,68,0.436740196078431
"15027",16181,"2022-02-26 23:00:00",16182,16182,16182,16182,1366,195,90.4,24.5,27.1,14.6933333333333,0,47,0.312624113475177
"15028",16182,"2022-02-27 00:00:00",16183,16183,16183,16183,1367,195,84.2,23.5,11.6,9.73166666666667,0,37,0.263018018018018
"15029",16183,"2022-02-27 01:00:00",16184,16184,16184,16184,1367,195,73.6,24.3,4.94,5.64333333333333,0,16,0.352708333333333
"15030",16184,"2022-02-27 02:00:00",16185,16185,16185,16185,1367,195,71.2,23.9,7.28,7.91333333333333,0,8,0.989166666666666
"15031",16185,"2022-02-27 03:00:00",16186,16186,16186,16186,1367,195,74.2,21.1,5.89,6.37166666666667,0,13,0.490128205128205
"15032",16187,"2022-02-27 05:00:00",16188,16188,16188,16188,1367,195,94.1,17.1,18.4,12.1716666666667,0,20,0.608583333333335
"15033",16188,"2022-02-27 06:00:00",16189,16189,16189,16189,1367,195,71.7,22.1,1.8,3.74333333333333,0,20,0.187166666666667
"15034",16189,"2022-02-27 07:00:00",16190,16190,16190,16190,1367,195,51.2,28.9,1.62,3.035,0,8,0.379375
"15035",16190,"2022-02-27 08:00:00",16191,16191,16191,16191,1367,195,35.3,38.4,1.25,4.12333333333333,0,11,0.374848484848485
"15036",16191,"2022-02-27 09:00:00",16192,16192,16192,16192,1367,195,27.4,46.6,1,2.76166666666667,0,12,0.230138888888889
"15037",16192,"2022-02-27 10:00:00",16193,16193,16193,16193,1367,195,22.6,56.3,1.08,3.05666666666667,0,9,0.33962962962963
"15038",16193,"2022-02-27 11:00:00",16194,16194,16194,16194,1367,195,17.6,66.9,0.863,2.79166666666667,0,12,0.232638888888889
"15039",16194,"2022-02-27 12:00:00",16195,16195,16195,16195,1367,195,14.7,71.5,0.534,2.495,0,10,0.2495
"15040",16195,"2022-02-27 13:00:00",16196,16196,16196,16196,1367,195,12.6,81.5,0.842,2.72,0,8,0.34
"15041",16196,"2022-02-27 14:00:00",16197,16197,16197,16197,1367,195,16.4,80.3,5.33,4.86,0,8,0.6075
"15042",16197,"2022-02-27 15:00:00",16198,16198,16198,16198,1367,195,20.9,76.3,11.8,7.95666666666667,0,15,0.530444444444445
"15043",16198,"2022-02-27 16:00:00",16199,16199,16199,16199,1367,195,24.8,71.8,18.2,11.0583333333333,0,20,0.552916666666665
"15044",16199,"2022-02-27 17:00:00",16200,16200,16200,16200,1367,195,37,57.2,20.5,12.5233333333333,0,23,0.544492753623187
"15045",16200,"2022-02-27 18:00:00",16201,16201,16201,16201,1367,195,50.5,46.1,20.9,15.3616666666667,0,27,0.568950617283952
"15046",16201,"2022-02-27 19:00:00",16202,16202,16202,16202,1367,195,59.9,40.6,22.2,17.9,0,22,0.813636363636364
"15047",16202,"2022-02-27 20:00:00",16203,16203,16203,16203,1367,195,69.5,37.4,29.7,24.0716666666667,0,35,0.687761904761906
"15048",16203,"2022-02-27 21:00:00",16204,16204,16204,16204,1367,195,84.3,36.5,32.7,24.795,0,46,0.539021739130435
"15049",16205,"2022-02-27 23:00:00",16206,16206,16206,16206,1367,195,85.2,36.8,31.2,23.66,0,70,0.338
"15050",16206,"2022-02-28 00:00:00",16207,16207,16207,16207,1368,195,74.5,35.4,12.6,9.445,0,14,0.674642857142857
"15051",16207,"2022-02-28 01:00:00",16208,16208,16208,16208,1368,195,70.7,35.5,10.5,8.16333333333333,0,15,0.544222222222222
"15052",16208,"2022-02-28 02:00:00",16209,16209,16209,16209,1368,195,70.8,34.4,6.81,6.35,0,12,0.529166666666667
"15053",16209,"2022-02-28 03:00:00",16210,16210,16210,16210,1368,195,69.5,34,5.83,6.55666666666667,0,9,0.728518518518519
"15054",16210,"2022-02-28 04:00:00",16211,16211,16211,16211,1368,195,67.5,34.1,6.85,5.505,0,9,0.611666666666667
"15055",16211,"2022-02-28 05:00:00",16212,16212,16212,16212,1368,195,63.6,34.7,4.62,5.03666666666667,0,8,0.629583333333334
"15056",16212,"2022-02-28 06:00:00",16213,16213,16213,16213,1368,195,59.7,34.8,5.93,7.23,0,9,0.803333333333333
"15057",16213,"2022-02-28 07:00:00",16214,16214,16214,16214,1368,195,53.8,36.7,4.13,8.14,0,25,0.3256
"15058",16214,"2022-02-28 08:00:00",16215,16215,16215,16215,1368,195,42.1,43.1,3.47,6.93333333333333,0,34,0.203921568627451
"15059",16215,"2022-02-28 09:00:00",16216,16216,16216,16216,1368,195,28,54.1,2.45,6.99333333333333,0,34,0.205686274509804
"15060",16216,"2022-02-28 10:00:00",16217,16217,16217,16217,1368,195,21.6,62.2,1.94,6.715,0,38,0.176710526315789
"15061",16217,"2022-02-28 11:00:00",16218,16218,16218,16218,1368,195,16.5,69.7,0.685,3.27833333333333,0,42,0.0780555555555555
"15062",16218,"2022-02-28 12:00:00",16219,16219,16219,16219,1368,195,14.5,71.8,0.467,3.95333333333333,0,18,0.219629629629629
"15063",16219,"2022-02-28 13:00:00",16220,16220,16220,16220,1368,195,12.1,81.3,0.326,2.12333333333333,0,24,0.0884722222222221
"15064",16220,"2022-02-28 14:00:00",16221,16221,16221,16221,1368,195,11.3,87.1,0.323,2.39833333333333,0,14,0.171309523809524
"15065",16221,"2022-02-28 15:00:00",16222,16222,16222,16222,1368,195,13.1,85.4,0.507,3.12,0,14,0.222857142857143
"15066",16222,"2022-02-28 17:00:00",16223,16223,16223,16223,1368,195,19.3,67.9,0.336,3.28166666666667,0,24,0.136736111111111
"15067",16223,"2022-02-28 18:00:00",16224,16224,16224,16224,1368,195,28.1,54,3.22,10.2283333333333,0,27,0.378827160493826
"15068",16224,"2022-02-28 19:00:00",16225,16225,16225,16225,1368,195,29.2,51.7,2.79,7.15166666666667,0,26,0.275064102564103
"15069",16225,"2022-02-28 20:00:00",16226,16226,16226,16226,1368,195,35.1,46.4,4.74,7.69666666666667,0,38,0.202543859649123
"15070",16226,"2022-02-28 21:00:00",16227,16227,16227,16227,1368,195,42.1,43,17.1,14.19,0,27,0.525555555555556
"15071",16227,"2022-02-28 22:00:00",16228,16228,16228,16228,1368,195,45.1,42.1,6.91,7.52,0,42,0.179047619047619
"15072",16228,"2022-02-28 23:00:00",16229,16229,16229,16229,1368,195,47.8,40.8,4.85,6.06333333333333,0,20,0.303166666666666
"15073",16229,"2022-03-01 00:00:00",16230,16230,16230,16230,1369,195,47.5,40.3,2.73,3.98,0,22,0.180909090909091
"15074",16230,"2022-03-01 01:00:00",16231,16231,16231,16231,1369,195,45.7,40.4,1.59,2.435,0,8,0.304375
"15075",16232,"2022-03-01 03:00:00",16233,16233,16233,16233,1369,195,43.7,40,1.22,2.355,0,9,0.261666666666667
"15076",16233,"2022-03-01 04:00:00",16234,16234,16234,16234,1369,195,43.4,40,0.632,1.58333333333333,0,6,0.263888888888888
"15077",16234,"2022-03-01 05:00:00",16235,16235,16235,16235,1369,195,42.6,40.4,0.38,1.66166666666667,0,4,0.415416666666667
"15078",16235,"2022-03-01 06:00:00",16236,16236,16236,16236,1369,195,43.3,40.3,0.644,2.69166666666667,0,5,0.538333333333334
"15079",16236,"2022-03-01 07:00:00",16237,16237,16237,16237,1369,195,38.8,45.1,0.988,5.89833333333333,0,13,0.453717948717948
"15080",16237,"2022-03-03 09:00:00",16238,16238,16238,16238,1371,195,25,68.4,4.63,7.70666666666667,0,146,0.0527853881278539
"15081",16238,"2022-03-03 10:00:00",16239,16239,16239,16239,1371,195,17.5,83.5,1.41,6.13166666666667,0,45,0.136259259259259
"15082",16239,"2022-03-03 11:00:00",16240,16240,16240,16240,1371,195,15.9,87.1,1.74,6.58,0,42,0.156666666666667
"15083",16240,"2022-03-03 12:00:00",16241,16241,16241,16241,1371,195,15,89.5,1.67,3.91333333333333,0,35,0.111809523809524
"15084",16241,"2022-03-03 13:00:00",16242,16242,16242,16242,1371,195,13.8,90.9,1.35,3.44833333333333,0,24,0.143680555555555
"15085",16242,"2022-03-03 14:00:00",16243,16243,16243,16243,1371,195,14,89.9,1.44,4.90666666666667,0,20,0.245333333333333
"15086",16243,"2022-03-03 15:00:00",16244,16244,16244,16244,1371,195,16.3,85.4,0.46,4.095,0,38,0.107763157894737
"15087",16244,"2022-03-03 16:00:00",16245,16245,16245,16245,1371,195,18.9,79.1,0.586,4.65833333333333,0,36,0.129398148148148
"15088",16245,"2022-03-03 17:00:00",16246,16246,16246,16246,1371,195,30.8,69,11.8,14.82,0,34,0.435882352941176
"15089",16246,"2022-03-03 18:00:00",16247,16247,16247,16247,1371,195,40,62,17.8,18.92,0,64,0.295625
"15090",16247,"2022-03-03 19:00:00",16248,16248,16248,16248,1371,195,42.8,59.2,18.9,19.4116666666667,0,45,0.431370370370371
"15091",16248,"2022-03-03 20:00:00",16249,16249,16249,16249,1371,195,45.6,56.7,20,20.1152542372881,0,51,0.394416749750747
"15092",16249,"2022-03-03 21:00:00",16250,16250,16250,16250,1371,195,48.4,53.5,20,22.92,0,53,0.432452830188679
"15093",16250,"2022-03-03 22:00:00",16251,16251,16251,16251,1371,195,53,51.2,18.3,19.4333333333333,0,62,0.313440860215053
"15094",16251,"2022-03-03 23:00:00",16252,16252,16252,16252,1371,195,57.6,47.5,17.8,18.6233333333333,0,54,0.344876543209876
"15095",16252,"2022-03-04 00:00:00",16253,16253,16253,16253,1372,196,66.6,43.4,19.6,19.805,0,46,0.43054347826087
"15096",16253,"2022-03-04 01:00:00",16254,16254,16254,16254,1372,196,76.5,41.1,33.7,33.3083333333333,0,49,0.679761904761904
"15097",16254,"2022-03-04 02:00:00",16255,16255,16255,16255,1372,196,86.4,38.7,31.6,25.1383333333333,0,74,0.339707207207207
"15098",16255,"2022-03-04 03:00:00",16256,16256,16256,16256,1372,196,94.4,38.5,31.4,22.6866666666667,0,60,0.378111111111112
"15099",16256,"2022-03-04 04:00:00",16257,16257,16257,16257,1372,196,93.3,38.2,16.2,13.3233333333333,0,46,0.28963768115942
"15100",16257,"2022-03-04 05:00:00",16258,16258,16258,16258,1372,196,92.8,37.4,17.7,15.9616666666667,0,28,0.570059523809525
"15101",16258,"2022-03-04 06:00:00",16259,16259,16259,16259,1372,196,90.9,37.2,15.2,16.6416666666667,0,34,0.489460784313727
"15102",16259,"2022-03-04 07:00:00",16260,16260,16260,16260,1372,196,44.4,49.5,4.59,9.49833333333333,0,58,0.163764367816092
"15103",16260,"2022-03-04 08:00:00",16261,16261,16261,16261,1372,196,36.1,51.8,2.94,9.60166666666667,0,60,0.160027777777778
"15104",16261,"2022-03-04 09:00:00",16262,16262,16262,16262,1372,196,33.4,54.2,13,28.1133333333333,0,74,0.379909909909909
"15105",16262,"2022-03-04 10:00:00",16263,16263,16263,16263,1372,196,29.7,57,10.4,14.4833333333333,0,199,0.0727805695142377
"15106",16263,"2022-03-04 11:00:00",16264,16264,16264,16264,1372,196,28,58.9,4.93,10.4983333333333,0,82,0.128028455284552
"15107",16264,"2022-03-04 12:00:00",16265,16265,16265,16265,1372,196,24.7,64.5,5.32,5.80166666666667,0,66,0.0879040404040405
"15108",16265,"2022-03-04 13:00:00",16266,16266,16266,16266,1372,196,22.4,68.9,3.8,7.54333333333333,0,34,0.221862745098039
"15109",16266,"2022-03-04 14:00:00",16267,16267,16267,16267,1372,196,21,74.1,3.53,7.27166666666667,0,47,0.154716312056738
"15110",16267,"2022-03-04 15:00:00",16268,16268,16268,16268,1372,196,20.8,74.6,3.28,5.37833333333333,0,53,0.101477987421384
"15111",16268,"2022-03-04 16:00:00",16269,16269,16269,16269,1372,196,21.6,71.5,1.89,6.30833333333333,0,28,0.225297619047619
"15112",16269,"2022-03-04 17:00:00",16270,16270,16270,16270,1372,196,25,63.4,2.55,19.2466666666667,0,31,0.620860215053765
"15113",16270,"2022-03-04 18:00:00",16271,16271,16271,16271,1372,196,27.1,61.5,2.6,6.05,0,46,0.131521739130435
"15114",16271,"2022-03-04 19:00:00",16272,16272,16272,16272,1372,196,34.6,58.3,2.16,10.5283333333333,0,57,0.184707602339181
"15115",16272,"2022-03-04 20:00:00",16273,16273,16273,16273,1372,196,46.9,54.2,1.64,4.01666666666667,0,80,0.0502083333333334
"15116",16273,"2022-03-04 21:00:00",16274,16274,16274,16274,1372,196,51,52.4,1.52,3.06333333333333,0,20,0.153166666666667
"15117",16274,"2022-03-04 22:00:00",16275,16275,16275,16275,1372,196,55.1,50.4,2.07,4.48833333333333,0,9,0.498703703703703
"15118",16275,"2022-03-04 23:00:00",16276,16276,16276,16276,1372,196,64.8,48.7,5.25,9.59322033898305,0,16,0.599576271186441
"15119",16277,"2022-03-05 01:00:00",16278,16278,16278,16278,1373,196,93.3,40.4,16.5,13.4366666666667,0,34,0.395196078431373
"15120",16278,"2022-03-05 02:00:00",16279,16279,16279,16279,1373,196,95.4,39.6,15.8,12.2483333333333,0,25,0.489933333333332
"15121",16279,"2022-03-05 03:00:00",16280,16280,16280,16280,1373,196,96.5,39.2,16.3,12.895,0,22,0.586136363636364
"15122",16280,"2022-03-05 04:00:00",16281,16281,16281,16281,1373,196,98,38.4,17.8,12.6183333333333,0,22,0.573560606060605
"15123",16281,"2022-03-05 05:00:00",16282,16282,16282,16282,1373,196,99.6,37.3,18.2,12.5133333333333,0,19,0.658596491228068
"15124",16282,"2022-03-05 06:00:00",16283,16283,16283,16283,1373,196,99.9,36.7,19.8,13.1166666666667,0,19,0.690350877192984
"15125",16283,"2022-03-05 07:00:00",16284,16284,16284,16284,1373,196,99.9,37.8,17.9,12.6716666666667,0,20,0.633583333333335
"15126",16284,"2022-03-05 08:00:00",16285,16285,16285,16285,1373,196,99.9,37,17.9,12.55,0,19,0.660526315789474
"15127",16285,"2022-03-05 09:00:00",16286,16286,16286,16286,1373,196,99.9,34.1,3.85,3.70666666666667,0,19,0.195087719298246
"15128",16286,"2022-03-05 10:00:00",16287,16287,16287,16287,1373,196,99.9,33.3,1.4,1.84833333333333,0,6,0.308055555555555
"15129",16288,"2022-03-05 12:00:00",16289,16289,16289,16289,1373,196,98.7,32.9,2.29,2.87833333333333,0,4,0.719583333333332
"15130",16289,"2022-03-05 13:00:00",16290,16290,16290,16290,1373,196,92.2,34.9,3.22,3.88166666666667,0,5,0.776333333333334
"15131",16290,"2022-03-05 14:00:00",16291,16291,16291,16291,1373,196,88,35,7.9,6.21333333333333,0,7,0.887619047619047
"15132",16291,"2022-03-05 15:00:00",16292,16292,16292,16292,1373,196,83.9,34.3,6.67,6.01333333333333,0,9,0.668148148148148
"15133",16292,"2022-03-05 16:00:00",16293,16293,16293,16293,1373,196,82.3,33.4,5.16,4.98166666666667,0,9,0.553518518518519
"15134",16293,"2022-03-05 17:00:00",16294,16294,16294,16294,1373,196,84.1,32.1,3.71,4.195,0,7,0.599285714285714
"15135",16294,"2022-03-05 18:00:00",16295,16295,16295,16295,1373,196,85.9,31.5,3.79,4.68,0,6,0.78
"15136",16295,"2022-03-05 19:00:00",16296,16296,16296,16296,1373,196,86.8,31.6,3.76,4.36833333333333,0,18,0.242685185185185
"15137",16296,"2022-03-05 20:00:00",16297,16297,16297,16297,1373,196,89.1,30.6,3.12,6.36833333333333,0,8,0.796041666666666
"15138",16298,"2022-03-05 22:00:00",16299,16299,16299,16299,1373,196,99.9,24.9,2.15,2.56833333333333,0,26,0.0987820512820511
"15139",16300,"2022-03-06 00:00:00",16301,16301,16301,16301,1374,196,99.9,24.8,2.1,2.47166666666667,0,8,0.308958333333334
"15140",16301,"2022-03-06 01:00:00",16302,16302,16302,16302,1374,196,99.9,24.5,1.74,2.08,0,3,0.693333333333333
"15141",16303,"2022-03-06 03:00:00",16304,16304,16304,16304,1374,196,99.9,23.3,1.41,1.975,0,6,0.329166666666667
"15142",16304,"2022-03-06 04:00:00",16305,16305,16305,16305,1374,196,99.9,23.2,1.71,2.10333333333333,0,3,0.70111111111111
"15143",16306,"2022-03-06 06:00:00",16307,16307,16307,16307,1374,196,99.9,23.1,2.47,2.82833333333333,0,3,0.942777777777777
"15144",16307,"2022-03-06 07:00:00",16308,16308,16308,16308,1374,196,99.9,24,3.91,3.68833333333333,0,4,0.922083333333332
"15145",16309,"2022-03-06 09:00:00",16310,16310,16310,16310,1374,196,98,29.7,4.18,4.68166666666667,0,5,0.936333333333334
"15146",16312,"2022-03-06 12:00:00",16313,16313,16313,16313,1374,196,92,31.8,8.18,8.96833333333333,0,16,0.560520833333333
"15147",16314,"2022-03-06 14:00:00",16315,16315,16315,16315,1374,196,95.8,28.6,6.2,7.81666666666667,0,20,0.390833333333333
"15148",16315,"2022-03-06 15:00:00",16316,16316,16316,16316,1374,196,97.7,27,6.3,8.13833333333333,0,11,0.739848484848485
"15149",16316,"2022-03-06 16:00:00",16317,16317,16317,16317,1374,196,99.8,25.7,5.04,4.68333333333333,0,12,0.390277777777778
"15150",16317,"2022-03-06 17:00:00",16318,16318,16318,16318,1374,196,99.9,24.1,3.58,3.06333333333333,0,6,0.510555555555555
"15151",16320,"2022-03-06 20:00:00",16321,16321,16321,16321,1374,196,99.9,21.1,8,4.925,0,11,0.447727272727273
"15152",16322,"2022-03-06 22:00:00",16323,16323,16323,16323,1374,196,99.9,20.5,10.7,6.95333333333333,0,7,0.993333333333333
"15153",16323,"2022-03-06 23:00:00",16324,16324,16324,16324,1374,196,99.9,20,9.92,6.97333333333333,0,8,0.871666666666666
"15154",16324,"2022-03-07 00:00:00",16325,16325,16325,16325,1375,196,98.6,19.7,6.22,5.125,0,17,0.301470588235294
"15155",16325,"2022-03-07 01:00:00",16326,16326,16326,16326,1375,196,97.1,18.9,4.44,4.28166666666667,0,6,0.713611111111112
"15156",16326,"2022-03-07 02:00:00",16327,16327,16327,16327,1375,196,98.1,17.3,4.44,4.00166666666667,0,5,0.800333333333334
"15157",16328,"2022-03-07 04:00:00",16329,16329,16329,16329,1375,196,98.8,17,7.49,5.65333333333333,0,6,0.942222222222222
"15158",16329,"2022-03-07 05:00:00",16330,16330,16330,16330,1375,196,99.7,15.9,10.1,6.84833333333333,0,7,0.978333333333333
"15159",16330,"2022-03-07 06:00:00",16331,16331,16331,16331,1375,196,99.9,14.8,12,6.62333333333333,0,8,0.827916666666666
"15160",16331,"2022-03-07 07:00:00",16332,16332,16332,16332,1375,196,99.5,17.7,9.41,5.80666666666667,0,7,0.82952380952381
"15161",16332,"2022-03-07 08:00:00",16333,16333,16333,16333,1375,196,86.4,25.3,8.31,6.81,0,7,0.972857142857143
"15162",16333,"2022-03-07 09:00:00",16334,16334,16334,16334,1375,196,62.3,32.6,10.5,8.67966101694915,0,9,0.964406779661017
"15163",16334,"2022-03-07 10:00:00",16335,16335,16335,16335,1375,196,41.7,43,11.2,9.81166666666667,0,10,0.981166666666667
"15164",16335,"2022-03-07 11:00:00",16336,16336,16336,16336,1375,196,31.3,50.7,9.99,9.84833333333333,0,12,0.820694444444444
"15165",16336,"2022-03-07 12:00:00",16337,16337,16337,16337,1375,196,29.9,50.9,10.5,9.985,0,14,0.713214285714286
"15166",16337,"2022-03-07 13:00:00",16338,16338,16338,16338,1375,196,28.4,52.9,9.6,10.0816666666667,0,15,0.672111111111113
"15167",16338,"2022-03-07 14:00:00",16339,16339,16339,16339,1375,196,29.6,50.8,10.7,10.38,0,17,0.610588235294118
"15168",16339,"2022-03-07 15:00:00",16340,16340,16340,16340,1375,196,36.9,42.2,10.5,10.2133333333333,0,20,0.510666666666665
"15169",16340,"2022-03-07 16:00:00",16341,16341,16341,16341,1375,196,45.7,35.5,10.6,9.85833333333333,0,20,0.492916666666667
"15170",16341,"2022-03-07 17:00:00",16342,16342,16342,16342,1375,196,49.4,33.1,9.01,8.47666666666667,0,18,0.470925925925926
"15171",16342,"2022-03-07 18:00:00",16343,16343,16343,16343,1375,196,55.7,28.9,8.69,8.98666666666667,0,14,0.641904761904762
"15172",16344,"2022-03-07 20:00:00",16345,16345,16345,16345,1375,196,94.2,26.8,24.1,15.0133333333333,0,30,0.500444444444443
"15173",16345,"2022-03-07 21:00:00",16346,16346,16346,16346,1375,196,98.5,25.7,28.8,15.9183333333333,0,23,0.692101449275361
"15174",16346,"2022-03-07 22:00:00",16347,16347,16347,16347,1375,196,99.9,24.9,31.8,16.1033333333333,0,21,0.766825396825395
"15175",16347,"2022-03-07 23:00:00",16348,16348,16348,16348,1375,196,99.9,23.8,27.4,14.7916666666667,0,20,0.739583333333335
"15176",16349,"2022-03-08 01:00:00",16350,16350,16350,16350,1376,196,99.9,22.5,21.1,12.5366666666667,0,19,0.659824561403511
"15177",16350,"2022-03-08 02:00:00",16351,16351,16351,16351,1376,196,99.9,21.5,20.5,12.3466666666667,0,16,0.771666666666669
"15178",16351,"2022-03-08 03:00:00",16352,16352,16352,16352,1376,196,99.9,19.9,18.2,11.9033333333333,0,15,0.793555555555553
"15179",16352,"2022-03-08 04:00:00",16353,16353,16353,16353,1376,196,99.9,18.3,18.1,13.1383333333333,0,15,0.875888888888887
"15180",16353,"2022-03-08 05:00:00",16354,16354,16354,16354,1376,196,99.5,17.9,14.7,7.34,0,21,0.34952380952381
"15181",16354,"2022-03-08 06:00:00",16355,16355,16355,16355,1376,196,98.8,18.3,15,9.15333333333333,0,12,0.762777777777778
"15182",16355,"2022-03-08 07:00:00",16356,16356,16356,16356,1376,196,85.9,24.5,10.3,12.3283333333333,0,19,0.648859649122805
"15183",16356,"2022-03-08 08:00:00",16357,16357,16357,16357,1376,196,46,39.9,8.38,14.2933333333333,0,36,0.397037037037036
"15184",16357,"2022-03-08 09:00:00",16358,16358,16358,16358,1376,196,25.6,53.3,5.69,9.68333333333333,0,40,0.242083333333333
"15185",16358,"2022-03-08 10:00:00",16359,16359,16359,16359,1376,196,21.3,55.7,4.02,9.70666666666667,0,40,0.242666666666667
"15186",16359,"2022-03-08 11:00:00",16360,16360,16360,16360,1376,196,20.2,53.6,2.25,4.41333333333333,0,45,0.098074074074074
"15187",16360,"2022-03-08 12:00:00",16361,16361,16361,16361,1376,196,20.6,56.9,3.45,5.01333333333333,0,11,0.455757575757575
"15188",16361,"2022-03-08 13:00:00",16362,16362,16362,16362,1376,196,21.6,56.3,5.33,8.125,0,12,0.677083333333333
"15189",16362,"2022-03-08 14:00:00",16363,16363,16363,16363,1376,196,20.2,58.6,5.6,11.9416666666667,0,26,0.459294871794873
"15190",16363,"2022-03-08 15:00:00",16364,16364,16364,16364,1376,196,20.8,56.1,5.11,7.93333333333333,0,58,0.136781609195402
"15191",16364,"2022-03-08 16:00:00",16365,16365,16365,16365,1376,196,21.4,53.9,5.52,10.16,0,26,0.390769230769231
"15192",16365,"2022-03-08 18:00:00",16366,16366,16366,16366,1376,196,33.9,37.2,1.93,4.14333333333333,0,30,0.138111111111111
"15193",16366,"2022-03-08 19:00:00",16367,16367,16367,16367,1376,196,37.2,36,4.56,6.76666666666667,0,25,0.270666666666667
"15194",16367,"2022-03-08 20:00:00",16368,16368,16368,16368,1376,196,42.8,34.9,6.36,7.73,0,22,0.351363636363636
"15195",16368,"2022-03-08 21:00:00",16369,16369,16369,16369,1376,196,51.1,33.3,6.93,8.365,0,17,0.492058823529412
"15196",16369,"2022-03-08 22:00:00",16370,16370,16370,16370,1376,196,60.7,30.8,6.93,7.63666666666667,0,25,0.305466666666667
"15197",16370,"2022-03-08 23:00:00",16371,16371,16371,16371,1376,196,76.6,27.5,4.77,4.90166666666667,0,18,0.272314814814815
"15198",16372,"2022-03-09 01:00:00",16373,16373,16373,16373,1377,196,97.3,23.5,4.67,4.25333333333333,0,7,0.607619047619047
"15199",16373,"2022-03-09 03:00:00",16374,16374,16374,16374,1377,196,99.9,24.4,10.3,6.93666666666667,0,7,0.990952380952381
"15200",16374,"2022-03-09 04:00:00",16375,16375,16375,16375,1377,196,99.9,23.8,7.42,5.18666666666667,0,8,0.648333333333334
"15201",16375,"2022-03-09 05:00:00",16376,16376,16376,16376,1377,196,99.9,22.4,5.72,5.6,0,6,0.933333333333333
"15202",16376,"2022-03-09 06:00:00",16377,16377,16377,16377,1377,196,99.9,20.9,4.17,4.25333333333333,0,8,0.531666666666666
"15203",16377,"2022-03-09 07:00:00",16378,16378,16378,16378,1377,196,99.9,20.1,2.4,2.73,0,7,0.39
"15204",16378,"2022-03-09 08:00:00",16379,16379,16379,16379,1377,196,98.3,21.6,2.94,2.475,0,4,0.61875
"15205",16379,"2022-03-09 09:00:00",16380,16380,16380,16380,1377,196,94.8,23.6,2.39,2.55666666666667,0,3,0.852222222222223
"15206",16380,"2022-03-09 10:00:00",16381,16381,16381,16381,1377,196,94.2,22.2,0.88,1.925,0,3,0.641666666666667
"15207",16382,"2022-03-09 12:00:00",16383,16383,16383,16383,1377,196,89.9,21.2,1.33,12.1816666666667,0,20,0.609083333333335
"15208",16383,"2022-03-09 13:00:00",16384,16384,16384,16384,1377,196,85.7,20.9,1.53,2.63,0,75,0.0350666666666667
"15209",16384,"2022-03-09 14:00:00",16385,16385,16385,16385,1377,196,85.1,20.2,2.09,4.76833333333333,0,10,0.476833333333333
"15210",16385,"2022-03-09 15:00:00",16386,16386,16386,16386,1377,196,93.3,17.3,4.04,7.63,0,29,0.263103448275862
"15211",16386,"2022-03-09 16:00:00",16387,16387,16387,16387,1377,196,96,14.5,3.37,6.78833333333333,0,19,0.357280701754386
"15212",16387,"2022-03-09 17:00:00",16388,16388,16388,16388,1377,196,99,12.9,2.98,7.155,0,10,0.7155
"15213",16388,"2022-03-09 18:00:00",16389,16389,16389,16389,1377,196,99.4,11.9,2.66,3.88666666666667,0,11,0.353333333333334
"15214",16389,"2022-03-09 19:00:00",16390,16390,16390,16390,1377,196,99.9,10.9,2.07,6.99166666666667,0,13,0.537820512820513
"15215",16390,"2022-03-09 20:00:00",16391,16391,16391,16391,1377,196,99.9,10.4,2.13,2.37,0,11,0.215454545454545
"15216",16392,"2022-03-09 22:00:00",16393,16393,16393,16393,1377,196,99.5,9.74,2.15,2.62333333333333,0,5,0.524666666666666
"15217",16393,"2022-03-09 23:00:00",16394,16394,16394,16394,1377,196,99.6,9.85,2.12,2.59666666666667,0,3,0.865555555555557
"15218",16394,"2022-03-10 00:00:00",16395,16395,16395,16395,1378,196,99.9,8.93,2.3,2.18,0,17,0.128235294117647
"15219",16395,"2022-03-10 01:00:00",16396,16396,16396,16396,1378,196,99.9,7,2.97,2.64333333333333,0,3,0.88111111111111
"15220",16397,"2022-03-10 03:00:00",16398,16398,16398,16398,1378,196,99.9,5.35,4.36,3.255,0,4,0.81375
"15221",16402,"2022-03-10 08:00:00",16403,16403,16403,16403,1378,196,91.2,16.8,8.64,8.94,0,11,0.812727272727273
"15222",16403,"2022-03-10 09:00:00",16404,16404,16404,16404,1378,196,65.9,25.3,8.51,8.45,0,12,0.704166666666667
"15223",16404,"2022-03-10 10:00:00",16405,16405,16405,16405,1378,196,37.7,37.5,10.2,10.2616666666667,0,17,0.603627450980394
"15224",16405,"2022-03-10 11:00:00",16406,16406,16406,16406,1378,196,34.1,38.6,12.4,11.155,0,12,0.929583333333333
"15225",16407,"2022-03-10 13:00:00",16408,16408,16408,16408,1378,196,40.2,35.1,22.8,15.3666666666667,0,17,0.903921568627453
"15226",16408,"2022-03-10 14:00:00",16409,16409,16409,16409,1378,196,39.8,36.9,25.4,16.7416666666667,0,19,0.881140350877195
